player_id,player,pos,nfl_team,age,position_rank,tier,final_board_rank,dynasty_rank,current_score_or_value,current_score_basis,emergency_cross_asset_rank,emergency_cross_asset_value,emergency_overall_context_rank,cross_asset_candidate_rank,cross_asset_candidate_value,candidate_value_band,confidence_band,uncertainty_reasons,candidate_vs_frozen_note,candidate_vs_dynasty_note,candidate_action_summary,adp,adp_source_status,available_pool_adp_rank,available_pool_adp_range,current_pick_value_1_03,current_pick_value_1_04,current_pick_value_1_09,current_pick_value_2_04,current_pick_value_2_08,current_pick_value,current_pick_value_reason,outcome_applicable_summary,manual_review_flag,source_note
5947,Jakobi Meyers,WR,JAX,29.6,,Human-review only longshot,Not enough information,64,28.3579,nwr_dynasty_score,130,19.56,130,130,19.56,Human-review only longshot,Medium,approved_full_dynasty_score_anchor; full_dynasty_anchor_available; outcome=Not enough information; internal_value_anchor=+28.4; age_curve_component=-8.0; position_scarcity_component=+1.5; uncertainty_penalty=+2.3,Not in frozen board; review-only dynasty context.,Anchored to full dynasty rank 64 and score 28.3579.,Discount/manual-review only,124.5,YELLOW_UNDOCUMENTED_ENDPOINT,124,Depth / later,Too early,Too early,Too early,Too early,Too early,Too early,"Display-only price label from current pick, available-pool ADP rank, emergency candidate rank/value, and confidence. ADP does not drive value.",Not enough information,no,EMERGENCY_REVIEW_ONLY_CANDIDATE; does not replace final_board_rank or Dynasty Rank; ADP is display-only price context.
7049,Jauan Jennings,WR,MIN,29.0,,Human-review only longshot,Not enough information,94,23.2914,nwr_dynasty_score,131,19.49,131,131,19.49,Human-review only longshot,Medium,approved_full_dynasty_score_anchor; full_dynasty_anchor_available; outcome=Not enough information; internal_value_anchor=+23.3; age_curve_component=-3.0; position_scarcity_component=+1.5; uncertainty_penalty=+2.3,Not in frozen board; review-only dynasty context.,Anchored to full dynasty rank 94 and score 23.2914.,Discount/manual-review only,148.6,YELLOW_UNDOCUMENTED_ENDPOINT,146,Depth / later,Too early,Too early,Too early,Too early,Too early,Too early,"Display-only price label from current pick, available-pool ADP rank, emergency candidate rank/value, and confidence. ADP does not drive value.",Not enough information,no,EMERGENCY_REVIEW_ONLY_CANDIDATE; does not replace final_board_rank or Dynasty Rank; ADP is display-only price context.
11610,Malik Washington,WR,MIA,25.7,,Human-review only longshot,Not enough information,114,18.9453,nwr_dynasty_score,132,19.45,132,132,19.45,Human-review only longshot,Medium,approved_full_dynasty_score_anchor; full_dynasty_anchor_available; outcome=Not enough information; internal_value_anchor=+18.9; age_curve_component=+0.5; position_scarcity_component=+1.5; role_evidence_component=+0.8; uncertainty_penalty=+2.3,Not in frozen board; review-only dynasty context.,Anchored to full dynasty rank 114 and score 18.9453.,Discount/manual-review only,229.3,YELLOW_UNDOCUMENTED_ENDPOINT,213,Depth / later,Too early,Too early,Too early,Too early,Too early,Too early,"Display-only price label from current pick, available-pool ADP rank, emergency candidate rank/value, and confidence. ADP does not drive value.",Not enough information,no,EMERGENCY_REVIEW_ONLY_CANDIDATE; does not replace final_board_rank or Dynasty Rank; ADP is display-only price context.
12507,Omarion Hampton,RB,LAC,23.3,,Human-review only longshot,Not enough information,134,16.299,nwr_dynasty_score,133,19.30,133,133,19.30,Human-review only longshot,Medium,approved_full_dynasty_score_anchor; full_dynasty_anchor_available; outcome=Not enough information; internal_value_anchor=+16.3; age_curve_component=+2.0; position_scarcity_component=+2.5; role_evidence_component=+0.8; uncertainty_penalty=+2.3,Not in frozen board; review-only dynasty context.,Anchored to full dynasty rank 134 and score 16.299.,Discount/manual-review only,13.8,YELLOW_UNDOCUMENTED_ENDPOINT,13,Early 2nd equivalent,Too early,Too early,Reach,Fair,Fair,Too early,"Display-only price label from current pick, available-pool ADP rank, emergency candidate rank/value, and confidence. ADP does not drive value.",Not enough information,no,EMERGENCY_REVIEW_ONLY_CANDIDATE; does not replace final_board_rank or Dynasty Rank; ADP is display-only price context.
11646,Jalen Coker,WR,CAR,24.6,,Human-review only longshot,Not enough information,116,18.7569,nwr_dynasty_score,134,19.26,134,134,19.26,Human-review only longshot,Medium,approved_full_dynasty_score_anchor; full_dynasty_anchor_available; outcome=Not enough information; internal_value_anchor=+18.8; age_curve_component=+0.5; position_scarcity_component=+1.5; role_evidence_component=+0.8; uncertainty_penalty=+2.3,Not in frozen board; review-only dynasty context.,Anchored to full dynasty rank 116 and score 18.7569.,Discount/manual-review only,133.1,YELLOW_UNDOCUMENTED_ENDPOINT,132,Depth / later,Too early,Too early,Too early,Too early,Too early,Too early,"Display-only price label from current pick, available-pool ADP rank, emergency candidate rank/value, and confidence. ADP does not drive value.",Not enough information,no,EMERGENCY_REVIEW_ONLY_CANDIDATE; does not replace final_board_rank or Dynasty Rank; ADP is display-only price context.
,Hank Beatty,WR,TEN,Not enough information,22,Tier 3 - Value/Need Dependent,37,Not enough information,52.00,rookie_score_from_frozen_rookie_rank_and_tier,35,19.20,135,35,19.20,Human-review only longshot,Low,rookie_rank_tier_crosswalk_to_dynasty_scale; rookie_not_raw_score_compared_to_veteran_value; frozen_score_basis=rookie_score_from_frozen_rookie_rank_and_tier; no_full_dynasty_row; outcome=Not enough information; internal_value_anchor=+27.5; age_curve_component=-1.0; position_scarcity_component=+1.5; role_evidence_component=-1.5; uncertainty_penalty=+7.3,Generally aligned with frozen board review posture.,No approved full dynasty row; candidate relies on rookie/frozen crosswalk.,Review caveats before using,999.0,YELLOW_UNDOCUMENTED_ENDPOINT,252,Depth / later,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,"Display-only price label from current pick, available-pool ADP rank, emergency candidate rank/value, and confidence. ADP does not drive value.",Not enough information,no,EMERGENCY_REVIEW_ONLY_CANDIDATE; does not replace final_board_rank or Dynasty Rank; ADP is display-only price context.
,Jacob De Jesus,WR,needs_data,Not enough information,18,Tier 3 - Value/Need Dependent,32,Not enough information,56.00,rookie_score_from_frozen_rookie_rank_and_tier,36,19.20,136,36,19.20,Human-review only longshot,Very low,rookie_rank_tier_crosswalk_to_dynasty_scale; rookie_not_raw_score_compared_to_veteran_value; frozen_score_basis=rookie_score_from_frozen_rookie_rank_and_tier; no_full_dynasty_row; outcome=Not enough information; internal_value_anchor=+28.5; age_curve_component=-1.0; position_scarcity_component=+1.5; role_evidence_component=+1.0; uncertainty_penalty=+10.8,Generally aligned with frozen board review posture.,No approved full dynasty row; candidate relies on rookie/frozen crosswalk.,Review caveats before using,999.0,YELLOW_UNDOCUMENTED_ENDPOINT,251,Depth / later,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,"Display-only price label from current pick, available-pool ADP rank, emergency candidate rank/value, and confidence. ADP does not drive value.",Not enough information,yes,EMERGENCY_REVIEW_ONLY_CANDIDATE; does not replace final_board_rank or Dynasty Rank; ADP is display-only price context.
3214,Hunter Henry,TE,NE,31.5,,Human-review only longshot,Not enough information,74,26.7019,nwr_dynasty_score,137,19.00,137,137,19.00,Human-review only longshot,Medium,approved_full_dynasty_score_anchor; full_dynasty_anchor_available; outcome=Not enough information; internal_value_anchor=+26.7; age_curve_component=-7.0; position_scarcity_component=+0.8; role_evidence_component=+0.8; uncertainty_penalty=+2.3,Not in frozen board; review-only dynasty context.,Anchored to full dynasty rank 74 and score 26.7019.,Discount/manual-review only,170.5,YELLOW_UNDOCUMENTED_ENDPOINT,166,Depth / later,Too early,Too early,Too early,Too early,Too early,Too early,"Display-only price label from current pick, available-pool ADP rank, emergency candidate rank/value, and confidence. ADP does not drive value.",Not enough information,no,EMERGENCY_REVIEW_ONLY_CANDIDATE; does not replace final_board_rank or Dynasty Rank; ADP is display-only price context.
,O'Mega Blake,WR,needs_data,Not enough information,23,Tier 3 - Value/Need Dependent,38,Not enough information,51.00,rookie_score_from_frozen_rookie_rank_and_tier,37,18.95,138,37,18.95,Human-review only longshot,Low,rookie_rank_tier_crosswalk_to_dynasty_scale; rookie_not_raw_score_compared_to_veteran_value; frozen_score_basis=rookie_score_from_frozen_rookie_rank_and_tier; no_full_dynasty_row; outcome=Not enough information; internal_value_anchor=+27.2; age_curve_component=-1.0; position_scarcity_component=+1.5; role_evidence_component=-1.5; uncertainty_penalty=+7.3,Generally aligned with frozen board review posture.,No approved full dynasty row; candidate relies on rookie/frozen crosswalk.,Review caveats before using,352.5,YELLOW_UNDOCUMENTED_ENDPOINT,243,Depth / later,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,"Display-only price label from current pick, available-pool ADP rank, emergency candidate rank/value, and confidence. ADP does not drive value.",Not enough information,no,EMERGENCY_REVIEW_ONLY_CANDIDATE; does not replace final_board_rank or Dynasty Rank; ADP is display-only price context.
12489,RJ Harvey,RB,DEN,25.4,,Human-review only longshot,Not enough information,122,17.4015,nwr_dynasty_score,139,18.90,139,139,18.90,Human-review only longshot,Medium,approved_full_dynasty_score_anchor; full_dynasty_anchor_available; outcome=Not enough information; internal_value_anchor=+17.4; age_curve_component=+0.5; position_scarcity_component=+2.5; role_evidence_component=+0.8; uncertainty_penalty=+2.3,Not in frozen board; review-only dynasty context.,Anchored to full dynasty rank 122 and score 17.4015.,Discount/manual-review only,62.2,YELLOW_UNDOCUMENTED_ENDPOINT,61,Depth / later,Too early,Too early,Too early,Too early,Too early,Too early,"Display-only price label from current pick, available-pool ADP rank, emergency candidate rank/value, and confidence. ADP does not drive value.",Not enough information,no,EMERGENCY_REVIEW_ONLY_CANDIDATE; does not replace final_board_rank or Dynasty Rank; ADP is display-only price context.
12517,Colston Loveland,TE,CHI,22.2,,Human-review only longshot,Not enough information,118,18.5548,nwr_dynasty_score,140,18.85,140,140,18.85,Human-review only longshot,Medium,approved_full_dynasty_score_anchor; full_dynasty_anchor_available; outcome=Not enough information; internal_value_anchor=+18.6; age_curve_component=+1.0; position_scarcity_component=+0.8; role_evidence_component=+0.8; uncertainty_penalty=+2.3,Not in frozen board; review-only dynasty context.,Anchored to full dynasty rank 118 and score 18.5548.,Discount/manual-review only,28.8,YELLOW_UNDOCUMENTED_ENDPOINT,28,Depth / later,Too early,Too early,Too early,Too early,Too early,Too early,"Display-only price label from current pick, available-pool ADP rank, emergency candidate rank/value, and confidence. ADP does not drive value.",Not enough information,no,EMERGENCY_REVIEW_ONLY_CANDIDATE; does not replace final_board_rank or Dynasty Rank; ADP is display-only price context.
12501,Matthew Golden,WR,GB,22.9,,Human-review only longshot,Not enough information,128,16.8054,nwr_dynasty_score,141,18.81,141,141,18.81,Human-review only longshot,Medium,approved_full_dynasty_score_anchor; full_dynasty_anchor_available; outcome=Not enough information; internal_value_anchor=+16.8; age_curve_component=+2.0; position_scarcity_component=+1.5; role_evidence_component=+0.8; uncertainty_penalty=+2.3,Not in frozen board; review-only dynasty context.,Anchored to full dynasty rank 128 and score 16.8054.,Discount/manual-review only,119.3,YELLOW_UNDOCUMENTED_ENDPOINT,118,Depth / later,Too early,Too early,Too early,Too early,Too early,Too early,"Display-only price label from current pick, available-pool ADP rank, emergency candidate rank/value, and confidence. ADP does not drive value.",Not enough information,no,EMERGENCY_REVIEW_ONLY_CANDIDATE; does not replace final_board_rank or Dynasty Rank; ADP is display-only price context.
9502,Tank Dell,WR,HOU,26.6,,Human-review only longshot,Not enough information,113,19.0118,nwr_dynasty_score,142,18.71,142,142,18.71,Human-review only longshot,Medium,approved_full_dynasty_score_anchor; full_dynasty_anchor_available; outcome=Not enough information; internal_value_anchor=+19.0; age_curve_component=+0.5; position_scarcity_component=+1.5; uncertainty_penalty=+2.3,Not in frozen board; review-only dynasty context.,Anchored to full dynasty rank 113 and score 19.0118.,Discount/manual-review only,204.6,YELLOW_UNDOCUMENTED_ENDPOINT,195,Depth / later,Too early,Too early,Too early,Too early,Too early,Too early,"Display-only price label from current pick, available-pool ADP rank, emergency candidate rank/value, and confidence. ADP does not drive value.",Not enough information,no,EMERGENCY_REVIEW_ONLY_CANDIDATE; does not replace final_board_rank or Dynasty Rank; ADP is display-only price context.
12530,Travis Hunter,WR,JAX,23.1,,Human-review only longshot,Not enough information,129,16.697,nwr_dynasty_score,143,18.70,143,143,18.70,Human-review only longshot,Medium,approved_full_dynasty_score_anchor; full_dynasty_anchor_available; outcome=Not enough information; internal_value_anchor=+16.7; age_curve_component=+2.0; position_scarcity_component=+1.5; role_evidence_component=+0.8; uncertainty_penalty=+2.3,Not in frozen board; review-only dynasty context.,Anchored to full dynasty rank 129 and score 16.697.,Discount/manual-review only,104.3,YELLOW_UNDOCUMENTED_ENDPOINT,104,Depth / later,Too early,Too early,Too early,Too early,Too early,Too early,"Display-only price label from current pick, available-pool ADP rank, emergency candidate rank/value, and confidence. ADP does not drive value.",Not enough information,no,EMERGENCY_REVIEW_ONLY_CANDIDATE; does not replace final_board_rank or Dynasty Rank; ADP is display-only price context.
9486,Dontayvion Wicks,WR,PHI,25.0,,Human-review only longshot,Not enough information,115,18.7939,nwr_dynasty_score,144,18.49,144,144,18.49,Human-review only longshot,Medium,approved_full_dynasty_score_anchor; full_dynasty_anchor_available; outcome=Not enough information; internal_value_anchor=+18.8; age_curve_component=+0.5; position_scarcity_component=+1.5; uncertainty_penalty=+2.3,Not in frozen board; review-only dynasty context.,Anchored to full dynasty rank 115 and score 18.7939.,Discount/manual-review only,255.7,YELLOW_UNDOCUMENTED_ENDPOINT,228,Depth / later,Too early,Too early,Too early,Too early,Too early,Too early,"Display-only price label from current pick, available-pool ADP rank, emergency candidate rank/value, and confidence. ADP does not drive value.",Not enough information,no,EMERGENCY_REVIEW_ONLY_CANDIDATE; does not replace final_board_rank or Dynasty Rank; ADP is display-only price context.
12474,Woody Marks,RB,HOU,25.5,,Human-review only longshot,Not enough information,126,16.9502,nwr_dynasty_score,145,18.45,145,145,18.45,Human-review only longshot,Medium,approved_full_dynasty_score_anchor; full_dynasty_anchor_available; outcome=Not enough information; internal_value_anchor=+17.0; age_curve_component=+0.5; position_scarcity_component=+2.5; role_evidence_component=+0.8; uncertainty_penalty=+2.3,Not in frozen board; review-only dynasty context.,Anchored to full dynasty rank 126 and score 16.9502.,Discount/manual-review only,115.7,YELLOW_UNDOCUMENTED_ENDPOINT,114,Depth / later,Too early,Too early,Too early,Too early,Too early,Too early,"Display-only price label from current pick, available-pool ADP rank, emergency candidate rank/value, and confidence. ADP does not drive value.",Not enough information,no,EMERGENCY_REVIEW_ONLY_CANDIDATE; does not replace final_board_rank or Dynasty Rank; ADP is display-only price context.
,Devin Voisin,WR,needs_data,Not enough information,21,Tier 3 - Value/Need Dependent,36,Not enough information,53.00,rookie_score_from_frozen_rookie_rank_and_tier,38,18.45,146,38,18.45,Human-review only longshot,Very low,rookie_rank_tier_crosswalk_to_dynasty_scale; rookie_not_raw_score_compared_to_veteran_value; frozen_score_basis=rookie_score_from_frozen_rookie_rank_and_tier; no_full_dynasty_row; outcome=Not enough information; internal_value_anchor=+27.8; age_curve_component=-1.0; position_scarcity_component=+1.5; role_evidence_component=+1.0; uncertainty_penalty=+10.8,Generally aligned with frozen board review posture.,No approved full dynasty row; candidate relies on rookie/frozen crosswalk.,Review caveats before using,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,"Display-only price label from current pick, available-pool ADP rank, emergency candidate rank/value, and confidence. ADP does not drive value.",Not enough information,yes,EMERGENCY_REVIEW_ONLY_CANDIDATE; does not replace final_board_rank or Dynasty Rank; ADP is display-only price context.
4981,Calvin Ridley,WR,TEN,31.5,,Human-review only longshot,Not enough information,78,26.0018,nwr_dynasty_score,147,18.00,147,147,18.00,Human-review only longshot,Medium,approved_full_dynasty_score_anchor; full_dynasty_anchor_available; outcome=Not enough information; internal_value_anchor=+26.0; age_curve_component=-8.0; position_scarcity_component=+1.5; role_evidence_component=+0.8; uncertainty_penalty=+2.3,Not in frozen board; review-only dynasty context.,Anchored to full dynasty rank 78 and score 26.0018.,Discount/manual-review only,250.2,YELLOW_UNDOCUMENTED_ENDPOINT,226,Depth / later,Too early,Too early,Too early,Too early,Too early,Too early,"Display-only price label from current pick, available-pool ADP rank, emergency candidate rank/value, and confidence. ADP does not drive value.",Not enough information,no,EMERGENCY_REVIEW_ONLY_CANDIDATE; does not replace final_board_rank or Dynasty Rank; ADP is display-only price context.
4046,Patrick Mahomes,QB,KC,30.8,,Human-review only longshot,Not enough information,67,27.5,nwr_dynasty_score,148,18.00,148,148,18.00,Human-review only longshot,Medium,approved_full_dynasty_score_anchor; full_dynasty_anchor_available; outcome=Not enough information; internal_value_anchor=+27.5; age_curve_component=-1.0; position_scarcity_component=-6.0; role_evidence_component=-0.2; uncertainty_penalty=+2.3,Not in frozen board; review-only dynasty context.,Anchored to full dynasty rank 67 and score 27.5.,Discount/manual-review only,45.2,YELLOW_UNDOCUMENTED_ENDPOINT,44,Depth / later,Too early,Too early,Too early,Too early,Too early,Too early,"Display-only price label from current pick, available-pool ADP rank, emergency candidate rank/value, and confidence. ADP does not drive value.",Not enough information,no,EMERGENCY_REVIEW_ONLY_CANDIDATE; does not replace final_board_rank or Dynasty Rank; ADP is display-only price context.
12492,Pat Bryant,WR,DEN,23.5,,Human-review only longshot,Not enough information,137,15.9525,nwr_dynasty_score,149,17.95,149,149,17.95,Human-review only longshot,Medium,approved_full_dynasty_score_anchor; full_dynasty_anchor_available; outcome=Not enough information; internal_value_anchor=+16.0; age_curve_component=+2.0; position_scarcity_component=+1.5; role_evidence_component=+0.8; uncertainty_penalty=+2.3,Not in frozen board; review-only dynasty context.,Anchored to full dynasty rank 137 and score 15.9525.,Discount/manual-review only,164.6,YELLOW_UNDOCUMENTED_ENDPOINT,162,Depth / later,Too early,Too early,Too early,Too early,Too early,Too early,"Display-only price label from current pick, available-pool ADP rank, emergency candidate rank/value, and confidence. ADP does not drive value.",Not enough information,no,EMERGENCY_REVIEW_ONLY_CANDIDATE; does not replace final_board_rank or Dynasty Rank; ADP is display-only price context.
,Kejon Owens,RB,MIN,Not enough information,11,Tier 2 - Strong Draft Considers,26,Not enough information,61.00,rookie_score_from_frozen_rookie_rank_and_tier,39,17.95,150,39,17.95,Human-review only longshot,Very low,rookie_rank_tier_crosswalk_to_dynasty_scale; rookie_not_raw_score_compared_to_veteran_value; frozen_score_basis=rookie_score_from_frozen_rookie_rank_and_tier; no_full_dynasty_row; outcome=Not enough information; internal_value_anchor=+29.8; age_curve_component=-1.0; position_scarcity_component=+2.5; role_evidence_component=-2.5; uncertainty_penalty=+10.8,Generally aligned with frozen board review posture.,No approved full dynasty row; candidate relies on rookie/frozen crosswalk.,Review caveats before using,376.0,YELLOW_UNDOCUMENTED_ENDPOINT,246,Depth / later,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,"Display-only price label from current pick, available-pool ADP rank, emergency candidate rank/value, and confidence. ADP does not drive value.",Not enough information,yes,EMERGENCY_REVIEW_ONLY_CANDIDATE; does not replace final_board_rank or Dynasty Rank; ADP is display-only price context.
10226,Andrei Iosivas,WR,CIN,26.7,,Human-review only longshot,Not enough information,123,17.2855,nwr_dynasty_score,151,17.79,151,151,17.79,Human-review only longshot,Medium,approved_full_dynasty_score_anchor; full_dynasty_anchor_available; outcome=Not enough information; internal_value_anchor=+17.3; age_curve_component=+0.5; position_scarcity_component=+1.5; role_evidence_component=+0.8; uncertainty_penalty=+2.3,Not in frozen board; review-only dynasty context.,Anchored to full dynasty rank 123 and score 17.2855.,Discount/manual-review only,999.0,YELLOW_UNDOCUMENTED_ENDPOINT,253,Depth / later,Too early,Too early,Too early,Too early,Too early,Too early,"Display-only price label from current pick, available-pool ADP rank, emergency candidate rank/value, and confidence. ADP does not drive value.",Not enough information,no,EMERGENCY_REVIEW_ONLY_CANDIDATE; does not replace final_board_rank or Dynasty Rank; ADP is display-only price context.
,Sieh Bangura,RB,needs_data,Not enough information,12,Tier 2 - Strong Draft Considers,27,Not enough information,60.00,rookie_score_from_frozen_rookie_rank_and_tier,40,17.70,152,40,17.70,Human-review only longshot,Very low,rookie_rank_tier_crosswalk_to_dynasty_scale; rookie_not_raw_score_compared_to_veteran_value; frozen_score_basis=rookie_score_from_frozen_rookie_rank_and_tier; no_full_dynasty_row; outcome=Not enough information; internal_value_anchor=+29.5; age_curve_component=-1.0; position_scarcity_component=+2.5; role_evidence_component=-2.5; uncertainty_penalty=+10.8,Generally aligned with frozen board review posture.,No approved full dynasty row; candidate relies on rookie/frozen crosswalk.,Review caveats before using,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,"Display-only price label from current pick, available-pool ADP rank, emergency candidate rank/value, and confidence. ADP does not drive value.",Not enough information,yes,EMERGENCY_REVIEW_ONLY_CANDIDATE; does not replace final_board_rank or Dynasty Rank; ADP is display-only price context.
9508,Tyjae Spears,RB,TEN,25.0,,Human-review only longshot,Not enough information,135,16.0965,nwr_dynasty_score,153,17.60,153,153,17.60,Human-review only longshot,Medium,approved_full_dynasty_score_anchor; full_dynasty_anchor_available; outcome=Not enough information; internal_value_anchor=+16.1; age_curve_component=+0.5; position_scarcity_component=+2.5; role_evidence_component=+0.8; uncertainty_penalty=+2.3,Not in frozen board; review-only dynasty context.,Anchored to full dynasty rank 135 and score 16.0965.,Discount/manual-review only,153.7,YELLOW_UNDOCUMENTED_ENDPOINT,151,Depth / later,Too early,Too early,Too early,Too early,Too early,Too early,"Display-only price label from current pick, available-pool ADP rank, emergency candidate rank/value, and confidence. ADP does not drive value.",Not enough information,no,EMERGENCY_REVIEW_ONLY_CANDIDATE; does not replace final_board_rank or Dynasty Rank; ADP is display-only price context.
,Robert Henry Jr.,RB,WAS,Not enough information,13,Tier 2 - Strong Draft Considers,29,Not enough information,58.00,rookie_score_from_frozen_rookie_rank_and_tier,41,17.20,154,41,17.20,Human-review only longshot,Very low,rookie_rank_tier_crosswalk_to_dynasty_scale; rookie_not_raw_score_compared_to_veteran_value; frozen_score_basis=rookie_score_from_frozen_rookie_rank_and_tier; no_full_dynasty_row; outcome=Not enough information; internal_value_anchor=+29.0; age_curve_component=-1.0; position_scarcity_component=+2.5; role_evidence_component=-2.5; uncertainty_penalty=+10.8,Generally aligned with frozen board review posture.,No approved full dynasty row; candidate relies on rookie/frozen crosswalk.,Review caveats before using,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,"Display-only price label from current pick, available-pool ADP rank, emergency candidate rank/value, and confidence. ADP does not drive value.",Not enough information,yes,EMERGENCY_REVIEW_ONLY_CANDIDATE; does not replace final_board_rank or Dynasty Rank; ADP is display-only price context.
4037,Chris Godwin,WR,TB,30.3,,Human-review only longshot,Not enough information,88,23.6906,nwr_dynasty_score,155,17.19,155,155,17.19,Human-review only longshot,Medium,approved_full_dynasty_score_anchor; full_dynasty_anchor_available; outcome=Not enough information; internal_value_anchor=+23.7; age_curve_component=-8.0; position_scarcity_component=+1.5; role_evidence_component=+0.8; uncertainty_penalty=+0.8,Not in frozen board; review-only dynasty context.,Anchored to full dynasty rank 88 and score 23.6906.,Discount/manual-review only,137.8,YELLOW_UNDOCUMENTED_ENDPOINT,137,Depth / later,Too early,Too early,Too early,Too early,Too early,Too early,"Display-only price label from current pick, available-pool ADP rank, emergency candidate rank/value, and confidence. ADP does not drive value.",Not enough information,no,EMERGENCY_REVIEW_ONLY_CANDIDATE; does not replace final_board_rank or Dynasty Rank; ADP is display-only price context.
12503,Isaiah Bond,WR,CLE,22.3,,Human-review only longshot,Not enough information,147,14.9171,nwr_dynasty_score,156,16.92,156,156,16.92,Human-review only longshot,Medium,approved_full_dynasty_score_anchor; full_dynasty_anchor_available; outcome=Not enough information; internal_value_anchor=+14.9; age_curve_component=+2.0; position_scarcity_component=+1.5; role_evidence_component=+0.8; uncertainty_penalty=+2.3,Not in frozen board; review-only dynasty context.,Anchored to full dynasty rank 147 and score 14.9171.,Discount/manual-review only,238.9,YELLOW_UNDOCUMENTED_ENDPOINT,218,Depth / later,Too early,Too early,Too early,Too early,Too early,Too early,"Display-only price label from current pick, available-pool ADP rank, emergency candidate rank/value, and confidence. ADP does not drive value.",Not enough information,no,EMERGENCY_REVIEW_ONLY_CANDIDATE; does not replace final_board_rank or Dynasty Rank; ADP is display-only price context.
12481,Cam Skattebo,RB,NYG,24.4,,Human-review only longshot,Not enough information,142,15.2089,nwr_dynasty_score,157,16.71,157,157,16.71,Human-review only longshot,Medium,approved_full_dynasty_score_anchor; full_dynasty_anchor_available; outcome=Not enough information; internal_value_anchor=+15.2; age_curve_component=+0.5; position_scarcity_component=+2.5; role_evidence_component=+0.8; uncertainty_penalty=+2.3,Not in frozen board; review-only dynasty context.,Anchored to full dynasty rank 142 and score 15.2089.,Discount/manual-review only,57.7,YELLOW_UNDOCUMENTED_ENDPOINT,56,Depth / later,Too early,Too early,Too early,Too early,Too early,Too early,"Display-only price label from current pick, available-pool ADP rank, emergency candidate rank/value, and confidence. ADP does not drive value.",Not enough information,no,EMERGENCY_REVIEW_ONLY_CANDIDATE; does not replace final_board_rank or Dynasty Rank; ADP is display-only price context.
,Emmanuel Henderson,WR,SEA,Not enough information,24,Tier 3 - Value/Need Dependent,39,Not enough information,50.00,rookie_score_from_frozen_rookie_rank_and_tier,42,16.70,158,42,16.70,Human-review only longshot,Low,rookie_rank_tier_crosswalk_to_dynasty_scale; rookie_not_raw_score_compared_to_veteran_value; frozen_score_basis=rookie_score_from_frozen_rookie_rank_and_tier; no_full_dynasty_row; outcome=Not enough information; internal_value_anchor=+25.0; age_curve_component=-1.0; position_scarcity_component=+1.5; role_evidence_component=-1.5; uncertainty_penalty=+7.3,Generally aligned with frozen board review posture.,No approved full dynasty row; candidate relies on rookie/frozen crosswalk.,Review caveats before using,357.0,YELLOW_UNDOCUMENTED_ENDPOINT,244,Depth / later,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,"Display-only price label from current pick, available-pool ADP rank, emergency candidate rank/value, and confidence. ADP does not drive value.",Not enough information,no,EMERGENCY_REVIEW_ONLY_CANDIDATE; does not replace final_board_rank or Dynasty Rank; ADP is display-only price context.
7594,Chuba Hubbard,RB,CAR,27.0,,Human-review only longshot,Not enough information,117,18.602,nwr_dynasty_score,159,16.60,159,159,16.60,Human-review only longshot,Medium,approved_full_dynasty_score_anchor; full_dynasty_anchor_available; outcome=Not enough information; internal_value_anchor=+18.6; age_curve_component=-3.0; position_scarcity_component=+2.5; role_evidence_component=+0.8; uncertainty_penalty=+2.3,Not in frozen board; review-only dynasty context.,Anchored to full dynasty rank 117 and score 18.602.,Discount/manual-review only,91.1,YELLOW_UNDOCUMENTED_ENDPOINT,90,Depth / later,Too early,Too early,Too early,Too early,Too early,Too early,"Display-only price label from current pick, available-pool ADP rank, emergency candidate rank/value, and confidence. ADP does not drive value.",Not enough information,no,EMERGENCY_REVIEW_ONLY_CANDIDATE; does not replace final_board_rank or Dynasty Rank; ADP is display-only price context.
12541,Dont'e Thornton,WR,LV,Not enough information,,Human-review only longshot,Not enough information,136,15.9555,nwr_dynasty_score,160,16.46,160,160,16.46,Human-review only longshot,Medium,approved_full_dynasty_score_anchor; full_dynasty_anchor_available; outcome=Not enough information; internal_value_anchor=+16.0; age_curve_component=-1.0; position_scarcity_component=+1.5; role_evidence_component=+0.8; uncertainty_penalty=+0.8,Not in frozen board; review-only dynasty context.,Anchored to full dynasty rank 136 and score 15.9555.,Discount/manual-review only,258.2,YELLOW_UNDOCUMENTED_ENDPOINT,229,Depth / later,Too early,Too early,Too early,Too early,Too early,Too early,"Display-only price label from current pick, available-pool ADP rank, emergency candidate rank/value, and confidence. ADP does not drive value.",Not enough information,no,EMERGENCY_REVIEW_ONLY_CANDIDATE; does not replace final_board_rank or Dynasty Rank; ADP is display-only price context.
