field_name,normalized_field_name,source_family,source_artifact_or_runner,source_dataset,grain,seasons_available,weeks_available,row_count,player_count,position_coverage,schema_status,factual_or_derived,source_policy_status,identity_dependency,missingness_risk,leakage_risk,licensing_risk,overlap_sources,accuracy_confidence,coverage_confidence,recommended_bucket,blocker_reason,review_only,model_use_allowed,training_allowed,source_truth_allowed
times_pressured_pct,times_pressured_pct,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,pfr_advstats,player-game-advanced,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),16462,775,Not enough information,PRESENT_STABLE_SCHEMA,source_metadata_or_date,review_only_status,not_required,HIGH,MEDIUM,LOW,NFLVerse:pfr_advstats,MEDIUM,LOW,NEEDS_ASOF_OR_LEAKAGE_GATE,Timestamp/as-of semantics must be proved before historical replay or experiment use.,true,false,false,false
def_times_blitzed,def_times_blitzed,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,pfr_advstats,player-game-advanced,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),16462,775,Not enough information,PRESENT_STABLE_SCHEMA,source_metadata_or_date,review_only_status,not_required,HIGH,MEDIUM,LOW,NFLVerse:pfr_advstats,MEDIUM,LOW,NEEDS_ASOF_OR_LEAKAGE_GATE,Timestamp/as-of semantics must be proved before historical replay or experiment use.,true,false,false,false
def_times_hurried,def_times_hurried,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,pfr_advstats,player-game-advanced,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),16462,775,Not enough information,PRESENT_STABLE_SCHEMA,source_metadata_or_date,review_only_status,not_required,HIGH,MEDIUM,LOW,NFLVerse:pfr_advstats,MEDIUM,LOW,NEEDS_ASOF_OR_LEAKAGE_GATE,Timestamp/as-of semantics must be proved before historical replay or experiment use.,true,false,false,false
def_times_hitqb,def_times_hitqb,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,pfr_advstats,player-game-advanced,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),16462,775,Not enough information,PRESENT_STABLE_SCHEMA,source_metadata_or_date,review_only_status,not_required,HIGH,MEDIUM,LOW,NFLVerse:pfr_advstats,MEDIUM,LOW,NEEDS_ASOF_OR_LEAKAGE_GATE,Timestamp/as-of semantics must be proved before historical replay or experiment use.,true,false,false,false
stat_type,stat_type,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,pfr_advstats,player-game-advanced,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),16462,775,Not enough information,PRESENT_STABLE_SCHEMA,unknown_or_context,review_only_status,not_required,MEDIUM,LOW,LOW,NFLVerse:ff_opportunity|NFLVerse:nextgen_stats|NFLVerse:pfr_advstats|NWR_NFL_USAGE_ADV_CONTEXT_FIELD_INVENTORY:nfl_usage_advanced_context_field_inventory_v0,NOT_ENOUGH_INFORMATION,HIGH,NEEDS_ASOF_OR_LEAKAGE_GATE,Semantics not classified by inventory; requires source review.,true,false,false,false
game_id,game_id,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,pfr_advstats,player-game-advanced,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),16462,775,Not enough information,PRESENT_STABLE_SCHEMA,identity_plumbing,review_only_status,identity_plumbing,MEDIUM,LOW,LOW,NFLVerse:ff_opportunity|NFLVerse:officials|NFLVerse:pfr_advstats|NFLVerse:play_by_play|NFLVerse:player_stats_seasonal|NFLVerse:player_stats_weekly|NFLVerse:schedules|NFLVerse:snap_counts|NFLVerse:team_stats,MEDIUM,HIGH,NEEDS_IDENTITY_GATE,Identity plumbing only; not a model feature in this lane.,true,false,false,false
pfr_game_id,pfr_game_id,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,pfr_advstats,player-game-advanced,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),16462,775,Not enough information,PRESENT_STABLE_SCHEMA,identity_plumbing,review_only_status,identity_plumbing,MEDIUM,LOW,LOW,NFLVerse:pfr_advstats|NFLVerse:snap_counts,MEDIUM,HIGH,NEEDS_IDENTITY_GATE,Identity plumbing only; not a model feature in this lane.,true,false,false,false
pfr_player_name,pfr_player_name,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,pfr_advstats,player-game-advanced,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),16462,775,Not enough information,PRESENT_STABLE_SCHEMA,identity_plumbing,review_only_status,identity_plumbing,MEDIUM,LOW,LOW,NFLVerse:draft_picks|NFLVerse:pfr_advstats,MEDIUM,HIGH,NEEDS_IDENTITY_GATE,Identity plumbing only; not a model feature in this lane.,true,false,false,false
pfr_player_id,pfr_id,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,pfr_advstats,player-game-advanced,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),16462,775,Not enough information,PRESENT_STABLE_SCHEMA,identity_plumbing,review_only_status,identity_plumbing,MEDIUM,LOW,LOW,NFLVerse:combine|NFLVerse:draft_picks|NFLVerse:ff_playerids|NFLVerse:pfr_advstats|NFLVerse:players|NFLVerse:rosters|NFLVerse:snap_counts|NFLVerse:trades|NFLVerse:weekly_rosters,MEDIUM,HIGH,NEEDS_IDENTITY_GATE,Identity plumbing only; not a model feature in this lane.,true,false,false,false
stat_type,stat_type,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,pfr_advstats,player-game-advanced,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),16462,775,Not enough information,PRESENT_STABLE_SCHEMA,unknown_or_context,review_only_status,not_required,MEDIUM,LOW,LOW,NFLVerse:ff_opportunity|NFLVerse:nextgen_stats|NFLVerse:pfr_advstats|NWR_NFL_USAGE_ADV_CONTEXT_FIELD_INVENTORY:nfl_usage_advanced_context_field_inventory_v0,NOT_ENOUGH_INFORMATION,HIGH,NEEDS_ASOF_OR_LEAKAGE_GATE,Semantics not classified by inventory; requires source review.,true,false,false,false
game_id,game_id,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,pfr_advstats,player-game-advanced,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),16462,775,Not enough information,PRESENT_STABLE_SCHEMA,identity_plumbing,review_only_status,identity_plumbing,MEDIUM,LOW,LOW,NFLVerse:ff_opportunity|NFLVerse:officials|NFLVerse:pfr_advstats|NFLVerse:play_by_play|NFLVerse:player_stats_seasonal|NFLVerse:player_stats_weekly|NFLVerse:schedules|NFLVerse:snap_counts|NFLVerse:team_stats,MEDIUM,HIGH,NEEDS_IDENTITY_GATE,Identity plumbing only; not a model feature in this lane.,true,false,false,false
pfr_game_id,pfr_game_id,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,pfr_advstats,player-game-advanced,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),16462,775,Not enough information,PRESENT_STABLE_SCHEMA,identity_plumbing,review_only_status,identity_plumbing,MEDIUM,LOW,LOW,NFLVerse:pfr_advstats|NFLVerse:snap_counts,MEDIUM,HIGH,NEEDS_IDENTITY_GATE,Identity plumbing only; not a model feature in this lane.,true,false,false,false
pfr_player_name,pfr_player_name,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,pfr_advstats,player-game-advanced,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),16462,775,Not enough information,PRESENT_STABLE_SCHEMA,identity_plumbing,review_only_status,identity_plumbing,MEDIUM,LOW,LOW,NFLVerse:draft_picks|NFLVerse:pfr_advstats,MEDIUM,HIGH,NEEDS_IDENTITY_GATE,Identity plumbing only; not a model feature in this lane.,true,false,false,false
pfr_player_id,pfr_id,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,pfr_advstats,player-game-advanced,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),16462,775,Not enough information,PRESENT_STABLE_SCHEMA,identity_plumbing,review_only_status,identity_plumbing,MEDIUM,LOW,LOW,NFLVerse:combine|NFLVerse:draft_picks|NFLVerse:ff_playerids|NFLVerse:pfr_advstats|NFLVerse:players|NFLVerse:rosters|NFLVerse:snap_counts|NFLVerse:trades|NFLVerse:weekly_rosters,MEDIUM,HIGH,NEEDS_IDENTITY_GATE,Identity plumbing only; not a model feature in this lane.,true,false,false,false
stat_type,stat_type,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,pfr_advstats,player-game-advanced,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),16462,775,Not enough information,PRESENT_STABLE_SCHEMA,unknown_or_context,review_only_status,not_required,MEDIUM,LOW,LOW,NFLVerse:ff_opportunity|NFLVerse:nextgen_stats|NFLVerse:pfr_advstats|NWR_NFL_USAGE_ADV_CONTEXT_FIELD_INVENTORY:nfl_usage_advanced_context_field_inventory_v0,NOT_ENOUGH_INFORMATION,HIGH,NEEDS_ASOF_OR_LEAKAGE_GATE,Semantics not classified by inventory; requires source review.,true,false,false,false
game_id,game_id,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,pfr_advstats,player-game-advanced,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),16462,775,Not enough information,PRESENT_STABLE_SCHEMA,identity_plumbing,review_only_status,identity_plumbing,MEDIUM,LOW,LOW,NFLVerse:ff_opportunity|NFLVerse:officials|NFLVerse:pfr_advstats|NFLVerse:play_by_play|NFLVerse:player_stats_seasonal|NFLVerse:player_stats_weekly|NFLVerse:schedules|NFLVerse:snap_counts|NFLVerse:team_stats,MEDIUM,HIGH,NEEDS_IDENTITY_GATE,Identity plumbing only; not a model feature in this lane.,true,false,false,false
pfr_game_id,pfr_game_id,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,pfr_advstats,player-game-advanced,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),16462,775,Not enough information,PRESENT_STABLE_SCHEMA,identity_plumbing,review_only_status,identity_plumbing,MEDIUM,LOW,LOW,NFLVerse:pfr_advstats|NFLVerse:snap_counts,MEDIUM,HIGH,NEEDS_IDENTITY_GATE,Identity plumbing only; not a model feature in this lane.,true,false,false,false
pfr_player_name,pfr_player_name,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,pfr_advstats,player-game-advanced,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),16462,775,Not enough information,PRESENT_STABLE_SCHEMA,identity_plumbing,review_only_status,identity_plumbing,MEDIUM,LOW,LOW,NFLVerse:draft_picks|NFLVerse:pfr_advstats,MEDIUM,HIGH,NEEDS_IDENTITY_GATE,Identity plumbing only; not a model feature in this lane.,true,false,false,false
pfr_player_id,pfr_id,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,pfr_advstats,player-game-advanced,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),16462,775,Not enough information,PRESENT_STABLE_SCHEMA,identity_plumbing,review_only_status,identity_plumbing,MEDIUM,LOW,LOW,NFLVerse:combine|NFLVerse:draft_picks|NFLVerse:ff_playerids|NFLVerse:pfr_advstats|NFLVerse:players|NFLVerse:rosters|NFLVerse:snap_counts|NFLVerse:trades|NFLVerse:weekly_rosters,MEDIUM,HIGH,NEEDS_IDENTITY_GATE,Identity plumbing only; not a model feature in this lane.,true,false,false,false
times_sacked,times_sacked,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,pfr_advstats,player-game-advanced,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),16462,775,Not enough information,PRESENT_STABLE_SCHEMA,source_metadata_or_date,review_only_status,not_required,HIGH,MEDIUM,LOW,NFLVerse:pfr_advstats,MEDIUM,LOW,NEEDS_ASOF_OR_LEAKAGE_GATE,Timestamp/as-of semantics must be proved before historical replay or experiment use.,true,false,false,false
times_blitzed,times_blitzed,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,pfr_advstats,player-game-advanced,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),16462,775,Not enough information,PRESENT_STABLE_SCHEMA,source_metadata_or_date,review_only_status,not_required,HIGH,MEDIUM,LOW,NFLVerse:pfr_advstats,MEDIUM,LOW,NEEDS_ASOF_OR_LEAKAGE_GATE,Timestamp/as-of semantics must be proved before historical replay or experiment use.,true,false,false,false
times_hurried,times_hurried,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,pfr_advstats,player-game-advanced,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),16462,775,Not enough information,PRESENT_STABLE_SCHEMA,source_metadata_or_date,review_only_status,not_required,HIGH,MEDIUM,LOW,NFLVerse:pfr_advstats,MEDIUM,LOW,NEEDS_ASOF_OR_LEAKAGE_GATE,Timestamp/as-of semantics must be proved before historical replay or experiment use.,true,false,false,false
times_hit,times_hit,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,pfr_advstats,player-game-advanced,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),16462,775,Not enough information,PRESENT_STABLE_SCHEMA,source_metadata_or_date,review_only_status,not_required,HIGH,MEDIUM,LOW,NFLVerse:pfr_advstats,MEDIUM,LOW,NEEDS_ASOF_OR_LEAKAGE_GATE,Timestamp/as-of semantics must be proved before historical replay or experiment use.,true,false,false,false
times_pressured,times_pressured,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,pfr_advstats,player-game-advanced,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),16462,775,Not enough information,PRESENT_STABLE_SCHEMA,source_metadata_or_date,review_only_status,not_required,HIGH,MEDIUM,LOW,NFLVerse:pfr_advstats,MEDIUM,LOW,NEEDS_ASOF_OR_LEAKAGE_GATE,Timestamp/as-of semantics must be proved before historical replay or experiment use.,true,false,false,false
times_pressured_pct,times_pressured_pct,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,pfr_advstats,player-game-advanced,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),16462,775,Not enough information,PRESENT_STABLE_SCHEMA,source_metadata_or_date,review_only_status,not_required,HIGH,MEDIUM,LOW,NFLVerse:pfr_advstats,MEDIUM,LOW,NEEDS_ASOF_OR_LEAKAGE_GATE,Timestamp/as-of semantics must be proved before historical replay or experiment use.,true,false,false,false
def_times_blitzed,def_times_blitzed,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,pfr_advstats,player-game-advanced,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),16462,775,Not enough information,PRESENT_STABLE_SCHEMA,source_metadata_or_date,review_only_status,not_required,HIGH,MEDIUM,LOW,NFLVerse:pfr_advstats,MEDIUM,LOW,NEEDS_ASOF_OR_LEAKAGE_GATE,Timestamp/as-of semantics must be proved before historical replay or experiment use.,true,false,false,false
def_times_hurried,def_times_hurried,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,pfr_advstats,player-game-advanced,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),16462,775,Not enough information,PRESENT_STABLE_SCHEMA,source_metadata_or_date,review_only_status,not_required,HIGH,MEDIUM,LOW,NFLVerse:pfr_advstats,MEDIUM,LOW,NEEDS_ASOF_OR_LEAKAGE_GATE,Timestamp/as-of semantics must be proved before historical replay or experiment use.,true,false,false,false
def_times_hitqb,def_times_hitqb,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,pfr_advstats,player-game-advanced,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),16462,775,Not enough information,PRESENT_STABLE_SCHEMA,source_metadata_or_date,review_only_status,not_required,HIGH,MEDIUM,LOW,NFLVerse:pfr_advstats,MEDIUM,LOW,NEEDS_ASOF_OR_LEAKAGE_GATE,Timestamp/as-of semantics must be proved before historical replay or experiment use.,true,false,false,false
ftn_game_id,ftn_game_id,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,ftn_charting,play-charting,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),95347,0,Not enough information,PRESENT_STABLE_SCHEMA,identity_plumbing,review_only_status,identity_plumbing,MEDIUM,LOW,LOW,NFLVerse:ftn_charting,MEDIUM,HIGH,NEEDS_IDENTITY_GATE,Identity plumbing only; not a model feature in this lane.,true,false,false,false
nflverse_game_id,nflverse_game_id,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,ftn_charting,play-charting,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),95347,0,Not enough information,PRESENT_STABLE_SCHEMA,identity_plumbing,review_only_status,identity_plumbing,MEDIUM,LOW,LOW,NFLVerse:ftn_charting|NFLVerse:participation,MEDIUM,HIGH,NEEDS_IDENTITY_GATE,Identity plumbing only; not a model feature in this lane.,true,false,false,false
ftn_play_id,ftn_play_id,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,ftn_charting,play-charting,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),95347,0,Not enough information,PRESENT_STABLE_SCHEMA,identity_plumbing,review_only_status,identity_plumbing,MEDIUM,LOW,LOW,NFLVerse:ftn_charting,MEDIUM,HIGH,NEEDS_IDENTITY_GATE,Identity plumbing only; not a model feature in this lane.,true,false,false,false
nflverse_play_id,nflverse_play_id,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,ftn_charting,play-charting,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),95347,0,Not enough information,PRESENT_STABLE_SCHEMA,identity_plumbing,review_only_status,identity_plumbing,MEDIUM,LOW,LOW,NFLVerse:ftn_charting,MEDIUM,HIGH,NEEDS_IDENTITY_GATE,Identity plumbing only; not a model feature in this lane.,true,false,false,false
starting_hash,starting_hash,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,ftn_charting,play-charting,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),95347,0,Not enough information,PRESENT_STABLE_SCHEMA,unknown_or_context,review_only_status,not_required,MEDIUM,LOW,LOW,NFLVerse:ftn_charting,NOT_ENOUGH_INFORMATION,HIGH,NEEDS_ASOF_OR_LEAKAGE_GATE,Semantics not classified by inventory; requires source review.,true,false,false,false
qb_location,qb_location,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,ftn_charting,play-charting,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),95347,0,Not enough information,PRESENT_STABLE_SCHEMA,unknown_or_context,review_only_status,not_required,MEDIUM,LOW,LOW,NFLVerse:ftn_charting,NOT_ENOUGH_INFORMATION,HIGH,NEEDS_ASOF_OR_LEAKAGE_GATE,Semantics not classified by inventory; requires source review.,true,false,false,false
n_offense_backfield,n_offense_backfield,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,ftn_charting,play-charting,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),95347,0,Not enough information,PRESENT_STABLE_SCHEMA,unknown_or_context,review_only_status,not_required,MEDIUM,LOW,LOW,NFLVerse:ftn_charting,NOT_ENOUGH_INFORMATION,HIGH,NEEDS_ASOF_OR_LEAKAGE_GATE,Semantics not classified by inventory; requires source review.,true,false,false,false
n_defense_box,n_defense_box,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,ftn_charting,play-charting,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),95347,0,Not enough information,PRESENT_STABLE_SCHEMA,unknown_or_context,review_only_status,not_required,MEDIUM,LOW,LOW,NFLVerse:ftn_charting,NOT_ENOUGH_INFORMATION,HIGH,NEEDS_ASOF_OR_LEAKAGE_GATE,Semantics not classified by inventory; requires source review.,true,false,false,false
is_no_huddle,is_no_huddle,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,ftn_charting,play-charting,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),95347,0,Not enough information,PRESENT_STABLE_SCHEMA,unknown_or_context,review_only_status,not_required,MEDIUM,LOW,LOW,NFLVerse:ftn_charting,NOT_ENOUGH_INFORMATION,HIGH,NEEDS_ASOF_OR_LEAKAGE_GATE,Semantics not classified by inventory; requires source review.,true,false,false,false
is_motion,is_motion,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,ftn_charting,play-charting,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),95347,0,Not enough information,PRESENT_STABLE_SCHEMA,unknown_or_context,review_only_status,not_required,MEDIUM,LOW,LOW,NFLVerse:ftn_charting,NOT_ENOUGH_INFORMATION,HIGH,NEEDS_ASOF_OR_LEAKAGE_GATE,Semantics not classified by inventory; requires source review.,true,false,false,false
is_play_action,is_play_action,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,ftn_charting,play-charting,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),95347,0,Not enough information,PRESENT_STABLE_SCHEMA,unknown_or_context,review_only_status,not_required,MEDIUM,LOW,LOW,NFLVerse:ftn_charting,NOT_ENOUGH_INFORMATION,HIGH,NEEDS_ASOF_OR_LEAKAGE_GATE,Semantics not classified by inventory; requires source review.,true,false,false,false
is_rpo,is_rpo,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,ftn_charting,play-charting,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),95347,0,Not enough information,PRESENT_STABLE_SCHEMA,unknown_or_context,review_only_status,not_required,MEDIUM,LOW,LOW,NFLVerse:ftn_charting,NOT_ENOUGH_INFORMATION,HIGH,NEEDS_ASOF_OR_LEAKAGE_GATE,Semantics not classified by inventory; requires source review.,true,false,false,false
is_trick_play,is_trick_play,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,ftn_charting,play-charting,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),95347,0,Not enough information,PRESENT_STABLE_SCHEMA,unknown_or_context,review_only_status,not_required,MEDIUM,LOW,LOW,NFLVerse:ftn_charting,NOT_ENOUGH_INFORMATION,HIGH,NEEDS_ASOF_OR_LEAKAGE_GATE,Semantics not classified by inventory; requires source review.,true,false,false,false
is_qb_out_of_pocket,is_qb_out_of_pocket,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,ftn_charting,play-charting,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),95347,0,Not enough information,PRESENT_STABLE_SCHEMA,unknown_or_context,review_only_status,not_required,MEDIUM,LOW,LOW,NFLVerse:ftn_charting,NOT_ENOUGH_INFORMATION,HIGH,NEEDS_ASOF_OR_LEAKAGE_GATE,Semantics not classified by inventory; requires source review.,true,false,false,false
is_interception_worthy,is_interception_worthy,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,ftn_charting,play-charting,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),95347,0,Not enough information,PRESENT_STABLE_SCHEMA,unknown_or_context,review_only_status,not_required,MEDIUM,LOW,LOW,NFLVerse:ftn_charting,NOT_ENOUGH_INFORMATION,HIGH,NEEDS_ASOF_OR_LEAKAGE_GATE,Semantics not classified by inventory; requires source review.,true,false,false,false
is_throw_away,is_throw_away,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,ftn_charting,play-charting,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),95347,0,Not enough information,PRESENT_STABLE_SCHEMA,unknown_or_context,review_only_status,not_required,MEDIUM,LOW,LOW,NFLVerse:ftn_charting,NOT_ENOUGH_INFORMATION,HIGH,NEEDS_ASOF_OR_LEAKAGE_GATE,Semantics not classified by inventory; requires source review.,true,false,false,false
read_thrown,read_thrown,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,ftn_charting,play-charting,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),95347,0,Not enough information,PRESENT_STABLE_SCHEMA,unknown_or_context,review_only_status,not_required,MEDIUM,LOW,LOW,NFLVerse:ftn_charting,NOT_ENOUGH_INFORMATION,HIGH,NEEDS_ASOF_OR_LEAKAGE_GATE,Semantics not classified by inventory; requires source review.,true,false,false,false
is_catchable_ball,is_catchable_ball,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,ftn_charting,play-charting,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),95347,0,Not enough information,PRESENT_STABLE_SCHEMA,unknown_or_context,review_only_status,not_required,MEDIUM,LOW,LOW,NFLVerse:ftn_charting,NOT_ENOUGH_INFORMATION,HIGH,NEEDS_ASOF_OR_LEAKAGE_GATE,Semantics not classified by inventory; requires source review.,true,false,false,false
is_contested_ball,is_contested_ball,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,ftn_charting,play-charting,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),95347,0,Not enough information,PRESENT_STABLE_SCHEMA,unknown_or_context,review_only_status,not_required,MEDIUM,LOW,LOW,NFLVerse:ftn_charting,NOT_ENOUGH_INFORMATION,HIGH,NEEDS_ASOF_OR_LEAKAGE_GATE,Semantics not classified by inventory; requires source review.,true,false,false,false
is_created_reception,is_created_reception,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,ftn_charting,play-charting,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),95347,0,Not enough information,PRESENT_STABLE_SCHEMA,source_metadata_or_date,review_only_status,not_required,MEDIUM,MEDIUM,LOW,NFLVerse:ftn_charting,MEDIUM,HIGH,NEEDS_ASOF_OR_LEAKAGE_GATE,Timestamp/as-of semantics must be proved before historical replay or experiment use.,true,false,false,false
is_drop,is_drop,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,ftn_charting,play-charting,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),95347,0,Not enough information,PRESENT_STABLE_SCHEMA,unknown_or_context,review_only_status,not_required,MEDIUM,LOW,LOW,NFLVerse:ftn_charting,NOT_ENOUGH_INFORMATION,HIGH,NEEDS_ASOF_OR_LEAKAGE_GATE,Semantics not classified by inventory; requires source review.,true,false,false,false
is_qb_sneak,is_qb_sneak,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,ftn_charting,play-charting,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),95347,0,Not enough information,PRESENT_STABLE_SCHEMA,unknown_or_context,review_only_status,not_required,MEDIUM,LOW,LOW,NFLVerse:ftn_charting,NOT_ENOUGH_INFORMATION,HIGH,NEEDS_ASOF_OR_LEAKAGE_GATE,Semantics not classified by inventory; requires source review.,true,false,false,false
n_blitzers,n_blitzers,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,ftn_charting,play-charting,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),95347,0,Not enough information,PRESENT_STABLE_SCHEMA,unknown_or_context,review_only_status,not_required,MEDIUM,LOW,LOW,NFLVerse:ftn_charting,NOT_ENOUGH_INFORMATION,HIGH,NEEDS_ASOF_OR_LEAKAGE_GATE,Semantics not classified by inventory; requires source review.,true,false,false,false
is_qb_fault_sack,is_qb_fault_sack,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,ftn_charting,play-charting,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),95347,0,Not enough information,PRESENT_STABLE_SCHEMA,unknown_or_context,review_only_status,not_required,MEDIUM,LOW,LOW,NFLVerse:ftn_charting,NOT_ENOUGH_INFORMATION,HIGH,NEEDS_ASOF_OR_LEAKAGE_GATE,Semantics not classified by inventory; requires source review.,true,false,false,false
date_pulled,date_pulled,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,ftn_charting,play-charting,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),95347,0,Not enough information,PRESENT_STABLE_SCHEMA,source_metadata_or_date,review_only_status,not_required,MEDIUM,MEDIUM,LOW,NFLVerse:ftn_charting,MEDIUM,HIGH,NEEDS_ASOF_OR_LEAKAGE_GATE,Timestamp/as-of semantics must be proved before historical replay or experiment use.,true,false,false,false
