normalized_field_name,source_count,source_families,source_datasets,multi_source_overlap,best_accuracy_confidence,recommended_bucket_majority,source_policy_statuses,notes
aborted_play,1,NFLVerse,play_by_play,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
passer_rating,1,NFLVerse,nextgen_stats,false,MEDIUM,EXPERIMENT_CANDIDATE_REQUIRES_GATE,review_only_status,Multi-source overlap supports consistency review only; no model approval.
passing_air_yards,3,NFLVerse,player_stats_seasonal|player_stats_weekly|team_stats,true,HIGH,HIGH_CONFIDENCE_FACTUAL_STAT,safe_review|safe_review_context,Multi-source overlap supports consistency review only; no model approval.
passing_attempts,4,NFLVerse,nextgen_stats|player_stats_seasonal|player_stats_weekly|team_stats,true,HIGH,HIGH_CONFIDENCE_FACTUAL_STAT,review_only_status|safe_review|safe_review_context,Multi-source overlap supports consistency review only; no model approval.
passing_bad_throw_pct,1,NFLVerse,pfr_advstats,false,MEDIUM,EXPERIMENT_CANDIDATE_REQUIRES_GATE,review_only_status,Multi-source overlap supports consistency review only; no model approval.
passing_bad_throws,1,NFLVerse,pfr_advstats,false,MEDIUM,EXPERIMENT_CANDIDATE_REQUIRES_GATE,review_only_status,Multi-source overlap supports consistency review only; no model approval.
passing_cpoe,3,NFLVerse,player_stats_seasonal|player_stats_weekly|team_stats,true,BLOCKED,BLOCKED_SOURCE_POLICY,safe_review|safe_review_context,Multi-source overlap supports consistency review only; no model approval.
passing_drop_pct,1,NFLVerse,pfr_advstats,false,MEDIUM,EXPERIMENT_CANDIDATE_REQUIRES_GATE,review_only_status,Multi-source overlap supports consistency review only; no model approval.
passing_drops,1,NFLVerse,pfr_advstats,false,MEDIUM,EXPERIMENT_CANDIDATE_REQUIRES_GATE,review_only_status,Multi-source overlap supports consistency review only; no model approval.
passing_epa,3,NFLVerse,player_stats_seasonal|player_stats_weekly|team_stats,true,BLOCKED,BLOCKED_SOURCE_POLICY,safe_review|safe_review_context,Multi-source overlap supports consistency review only; no model approval.
passing_first_downs,3,NFLVerse,player_stats_seasonal|player_stats_weekly|team_stats,true,HIGH,HIGH_CONFIDENCE_FACTUAL_STAT,safe_review|safe_review_context,Multi-source overlap supports consistency review only; no model approval.
passing_interceptions,4,NFLVerse,nextgen_stats|player_stats_seasonal|player_stats_weekly|team_stats,true,HIGH,HIGH_CONFIDENCE_FACTUAL_STAT,review_only_status|safe_review|safe_review_context,Multi-source overlap supports consistency review only; no model approval.
passing_touchdowns,3,NFLVerse,player_stats_seasonal|player_stats_weekly|team_stats,true,HIGH,HIGH_CONFIDENCE_FACTUAL_STAT,safe_review|safe_review_context,Multi-source overlap supports consistency review only; no model approval.
passing_two_point_conversions,3,NFLVerse,player_stats_seasonal|player_stats_weekly|team_stats,true,HIGH,HIGH_CONFIDENCE_FACTUAL_STAT,safe_review|safe_review_context,Multi-source overlap supports consistency review only; no model approval.
passing_yards,4,NFLVerse,play_by_play|player_stats_seasonal|player_stats_weekly|team_stats,true,HIGH,HIGH_CONFIDENCE_FACTUAL_STAT,review_only_heavy_raw|safe_review|safe_review_context,Multi-source overlap supports consistency review only; no model approval.
passing_yards_after_catch,3,NFLVerse,player_stats_seasonal|player_stats_weekly|team_stats,true,HIGH,HIGH_CONFIDENCE_FACTUAL_STAT,safe_review|safe_review_context,Multi-source overlap supports consistency review only; no model approval.
pat_att,3,NFLVerse,player_stats_seasonal|player_stats_weekly|team_stats,true,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,safe_review|safe_review_context,Multi-source overlap supports consistency review only; no model approval.
pat_blocked,3,NFLVerse,player_stats_seasonal|player_stats_weekly|team_stats,true,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,safe_review|safe_review_context,Multi-source overlap supports consistency review only; no model approval.
pat_made,3,NFLVerse,player_stats_seasonal|player_stats_weekly|team_stats,true,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,safe_review|safe_review_context,Multi-source overlap supports consistency review only; no model approval.
pat_missed,3,NFLVerse,player_stats_seasonal|player_stats_weekly|team_stats,true,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,safe_review|safe_review_context,Multi-source overlap supports consistency review only; no model approval.
pat_pct,3,NFLVerse,player_stats_seasonal|player_stats_weekly|team_stats,true,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,safe_review|safe_review_context,Multi-source overlap supports consistency review only; no model approval.
penalties,3,NFLVerse,player_stats_seasonal|player_stats_weekly|team_stats,true,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,safe_review|safe_review_context,Multi-source overlap supports consistency review only; no model approval.
penalty,1,NFLVerse,play_by_play,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
penalty_player_id,1,NFLVerse,play_by_play,false,MEDIUM,NEEDS_IDENTITY_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
penalty_player_name,1,NFLVerse,play_by_play,false,MEDIUM,NEEDS_IDENTITY_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
penalty_team,1,NFLVerse,play_by_play,false,MEDIUM,DISPLAY_ONLY_CONTEXT,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
penalty_type,1,NFLVerse,play_by_play,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
penalty_yards,4,NFLVerse,play_by_play|player_stats_seasonal|player_stats_weekly|team_stats,true,HIGH,HIGH_CONFIDENCE_FACTUAL_STAT,review_only_heavy_raw|safe_review|safe_review_context,Multi-source overlap supports consistency review only; no model approval.
per_field_dataset_source,1,NWR_PLAYER_CONTEXT,nflverse_player_context_display_artifact,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,display_only,Multi-source overlap supports consistency review only; no model approval.
per_field_freshness_source_status,1,NWR_PLAYER_CONTEXT,nflverse_player_context_display_artifact,false,HIGH,HIGH_CONFIDENCE_CONTEXT_FIELD,display_only,Multi-source overlap supports consistency review only; no model approval.
per_game_denominator,1,NWR_AVAILABILITY_DENOMINATOR,availability_denominator_display_artifact,false,HIGH,HIGH_CONFIDENCE_CONTEXT_FIELD,display_only,Multi-source overlap supports consistency review only; no model approval.
percent_attempts_gte_eight_defenders,1,NFLVerse,nextgen_stats,false,MEDIUM,EXPERIMENT_CANDIDATE_REQUIRES_GATE,review_only_status,Multi-source overlap supports consistency review only; no model approval.
percent_share_of_intended_air_yards,1,NFLVerse,nextgen_stats,false,MEDIUM,EXPERIMENT_CANDIDATE_REQUIRES_GATE,review_only_status,Multi-source overlap supports consistency review only; no model approval.
pff,1,NFLVerse,schedules,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,display_only,Multi-source overlap supports consistency review only; no model approval.
pff_id,4,NFLVerse,ff_playerids|players|rosters|weekly_rosters,true,HIGH,HIGH_CONFIDENCE_IDENTITY_PLUMBING,identity_only,Multi-source overlap supports consistency review only; no model approval.
pff_position,1,NFLVerse,players,false,HIGH,HIGH_CONFIDENCE_CONTEXT_FIELD,identity_only,Multi-source overlap supports consistency review only; no model approval.
pff_status,1,NFLVerse,players,false,HIGH,HIGH_CONFIDENCE_CONTEXT_FIELD,identity_only,Multi-source overlap supports consistency review only; no model approval.
pfr,1,NFLVerse,schedules,false,MEDIUM,EXPERIMENT_CANDIDATE_REQUIRES_GATE,display_only,Multi-source overlap supports consistency review only; no model approval.
pfr_game_id,2,NFLVerse,pfr_advstats|snap_counts,true,HIGH,NEEDS_IDENTITY_GATE,review_only_status|safe_review,Multi-source overlap supports consistency review only; no model approval.
pfr_id,9,NFLVerse,combine|draft_picks|ff_playerids|pfr_advstats|players|rosters|snap_counts|trades|weekly_rosters,true,HIGH,NEEDS_IDENTITY_GATE,display_only_context|identity_only|review_only_status|safe_review|safe_review_context,Multi-source overlap supports consistency review only; no model approval.
pfr_name,1,NFLVerse,trades,false,MEDIUM,NEEDS_IDENTITY_GATE,display_only_context,Multi-source overlap supports consistency review only; no model approval.
pfr_player_name,2,NFLVerse,draft_picks|pfr_advstats,true,MEDIUM,NEEDS_IDENTITY_GATE,review_only_status|safe_review_context,Multi-source overlap supports consistency review only; no model approval.
pick,1,NFLVerse,draft_picks,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,safe_review_context,Multi-source overlap supports consistency review only; no model approval.
pick_number,1,NFLVerse,trades,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,display_only_context,Multi-source overlap supports consistency review only; no model approval.
pick_round,1,NFLVerse,trades,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,display_only_context,Multi-source overlap supports consistency review only; no model approval.
pick_season,1,NFLVerse,trades,false,MEDIUM,DISPLAY_ONLY_CONTEXT,display_only_context,Multi-source overlap supports consistency review only; no model approval.
pick_value_allowed,2,NWR_AVAILABILITY_DENOMINATOR|NWR_PLAYER_CONTEXT,availability_denominator_display_artifact|nflverse_player_context_display_artifact,true,BLOCKED,BLOCKED_MARKET_OR_PROJECTION,display_only,Multi-source overlap supports consistency review only; no model approval.
play,1,NFLVerse,play_by_play,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
play_clock,1,NFLVerse,play_by_play,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
play_deleted,1,NFLVerse,play_by_play,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
play_id,3,NFLVerse,ff_opportunity|participation|play_by_play,true,MEDIUM,NEEDS_IDENTITY_GATE,review_only_heavy_raw|review_only_status,Multi-source overlap supports consistency review only; no model approval.
play_type,1,NFLVerse,play_by_play,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
play_type_nfl,1,NFLVerse,play_by_play,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
player,2,NFLVerse,contracts|snap_counts,true,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,display_only_context|safe_review,Multi-source overlap supports consistency review only; no model approval.
player_display_name,3,NFLVerse,nextgen_stats|player_stats_seasonal|player_stats_weekly,true,HIGH,HIGH_CONFIDENCE_IDENTITY_PLUMBING,review_only_status|safe_review,Multi-source overlap supports consistency review only; no model approval.
player_first_name,1,NFLVerse,nextgen_stats,false,MEDIUM,NEEDS_IDENTITY_GATE,review_only_status,Multi-source overlap supports consistency review only; no model approval.
player_gsis_id,1,NFLVerse,nextgen_stats,false,MEDIUM,NEEDS_IDENTITY_GATE,review_only_status,Multi-source overlap supports consistency review only; no model approval.
player_id,3,NFLVerse,ff_opportunity|player_stats_seasonal|player_stats_weekly,true,HIGH,HIGH_CONFIDENCE_IDENTITY_PLUMBING,review_only_status|safe_review,Multi-source overlap supports consistency review only; no model approval.
player_jersey_number,1,NFLVerse,nextgen_stats,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_status,Multi-source overlap supports consistency review only; no model approval.
player_last_name,1,NFLVerse,nextgen_stats,false,MEDIUM,NEEDS_IDENTITY_GATE,review_only_status,Multi-source overlap supports consistency review only; no model approval.
player_name,8,NFLVerse|NWR_AVAILABILITY_DENOMINATOR|NWR_COMPACT_FIRST_DOWN_SIDECAR|NWR_OBSERVED_FULL_SCORING_SIDECAR|NWR_ZERO_ELIGIBILITY,availability_denominator_display_artifact|combine|compact_player_stats_sidecar_candidate|depth_charts|observed_row_full_scoring_sidecar_artifact|player_stats_seasonal|player_stats_weekly|player_week_zero_eligibility_matrix,true,HIGH,HIGH_CONFIDENCE_IDENTITY_PLUMBING,display_only|review_only|review_only_status|safe_review|safe_review_context,Multi-source overlap supports consistency review only; no model approval.
player_page,1,NFLVerse,contracts,false,MEDIUM,DISPLAY_ONLY_CONTEXT,display_only_context,Multi-source overlap supports consistency review only; no model approval.
player_position,1,NFLVerse,nextgen_stats,false,MEDIUM,DISPLAY_ONLY_CONTEXT,review_only_status,Multi-source overlap supports consistency review only; no model approval.
player_short_name,1,NFLVerse,nextgen_stats,false,MEDIUM,NEEDS_IDENTITY_GATE,review_only_status,Multi-source overlap supports consistency review only; no model approval.
players_on_play,1,NFLVerse,participation,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_status,Multi-source overlap supports consistency review only; no model approval.
pos,1,NFLVerse,combine,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,safe_review_context,Multi-source overlap supports consistency review only; no model approval.
pos_abb,1,NFLVerse,depth_charts,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_status,Multi-source overlap supports consistency review only; no model approval.
pos_grp,1,NFLVerse,depth_charts,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_status,Multi-source overlap supports consistency review only; no model approval.
pos_grp_id,1,NFLVerse,depth_charts,false,MEDIUM,NEEDS_IDENTITY_GATE,review_only_status,Multi-source overlap supports consistency review only; no model approval.
pos_id,1,NFLVerse,depth_charts,false,MEDIUM,NEEDS_IDENTITY_GATE,review_only_status,Multi-source overlap supports consistency review only; no model approval.
pos_name,1,NFLVerse,depth_charts,false,MEDIUM,NEEDS_IDENTITY_GATE,review_only_status,Multi-source overlap supports consistency review only; no model approval.
pos_rank,1,NFLVerse,depth_charts,false,BLOCKED,BLOCKED_MARKET_OR_PROJECTION,review_only_status,Multi-source overlap supports consistency review only; no model approval.
pos_slot,1,NFLVerse,depth_charts,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_status,Multi-source overlap supports consistency review only; no model approval.
position,17,NFLVerse|NWR_AVAILABILITY_DENOMINATOR|NWR_COMPACT_FIRST_DOWN_SIDECAR|NWR_OBSERVED_FULL_SCORING_SIDECAR|NWR_ZERO_ELIGIBILITY,availability_denominator_display_artifact|compact_player_stats_sidecar_candidate|contracts|depth_charts|draft_picks|ff_opportunity|ff_playerids|injuries|observed_row_full_scoring_sidecar_artifact|officials|player_stats_seasonal|player_stats_weekly|player_week_zero_eligibility_matrix|players|rosters|snap_counts|weekly_rosters,true,HIGH,DISPLAY_ONLY_CONTEXT,display_only|display_only_context|identity_only|review_only|review_only_status|safe_review|safe_review_context|transparency_only,Multi-source overlap supports consistency review only; no model approval.
position_group,3,NFLVerse,player_stats_seasonal|player_stats_weekly|players,true,HIGH,DISPLAY_ONLY_CONTEXT,identity_only|safe_review,Multi-source overlap supports consistency review only; no model approval.
possession_team,1,NFLVerse,participation,false,MEDIUM,DISPLAY_ONLY_CONTEXT,review_only_status,Multi-source overlap supports consistency review only; no model approval.
post_draft_only,1,NWR_ROOKIE_PREFLIGHT_FEATURE_COVERAGE,rookie_pre_draft_feature_coverage_matrix,false,MEDIUM,DISPLAY_ONLY_CONTEXT,review_only,Multi-source overlap supports consistency review only; no model approval.
posteam,2,NFLVerse,ff_opportunity|play_by_play,true,MEDIUM,DISPLAY_ONLY_CONTEXT,review_only_heavy_raw|review_only_status,Multi-source overlap supports consistency review only; no model approval.
posteam_score,1,NFLVerse,play_by_play,false,MEDIUM,DISPLAY_ONLY_CONTEXT,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
posteam_score_post,1,NFLVerse,play_by_play,false,MEDIUM,DISPLAY_ONLY_CONTEXT,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
posteam_timeouts_remaining,1,NFLVerse,play_by_play,false,MEDIUM,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
posteam_type,2,NFLVerse,ff_opportunity|play_by_play,true,MEDIUM,DISPLAY_ONLY_CONTEXT,review_only_heavy_raw|review_only_status,Multi-source overlap supports consistency review only; no model approval.
practice_primary_injury,1,NFLVerse,injuries,false,MEDIUM,DISPLAY_ONLY_CONTEXT,transparency_only,Multi-source overlap supports consistency review only; no model approval.
practice_secondary_injury,1,NFLVerse,injuries,false,MEDIUM,DISPLAY_ONLY_CONTEXT,transparency_only,Multi-source overlap supports consistency review only; no model approval.
practice_status,3,NFLVerse|NWR_PLAYER_CONTEXT|NWR_ZERO_ELIGIBILITY,injuries|nflverse_player_context_display_artifact|player_week_zero_eligibility_matrix,true,HIGH,DISPLAY_ONLY_CONTEXT,display_only|review_only|transparency_only,Multi-source overlap supports consistency review only; no model approval.
pre_draft_allowed_candidate,1,NWR_ROOKIE_PREFLIGHT_FEATURE_COVERAGE,rookie_pre_draft_feature_coverage_matrix,false,MEDIUM,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only,Multi-source overlap supports consistency review only; no model approval.
probowls,1,NFLVerse,draft_picks,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,safe_review_context,Multi-source overlap supports consistency review only; no model approval.
promotion_candidate_status,1,NWR_NFL_USAGE_PROMOTION_CANDIDATES,nfl_usage_field_candidate_classification_v0,false,HIGH,HIGH_CONFIDENCE_CONTEXT_FIELD,review_only,Multi-source overlap supports consistency review only; no model approval.
proxy_risk,1,NWR_NFL_USAGE_PROMOTION_CANDIDATES,nfl_usage_field_candidate_classification_v0,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only,Multi-source overlap supports consistency review only; no model approval.
punt_attempt,1,NFLVerse,play_by_play,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
punt_blocked,1,NFLVerse,play_by_play,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
punt_downed,1,NFLVerse,play_by_play,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
punt_fair_catch,1,NFLVerse,play_by_play,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
punt_in_endzone,1,NFLVerse,play_by_play,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
punt_inside_twenty,1,NFLVerse,play_by_play,false,MEDIUM,EXPERIMENT_CANDIDATE_REQUIRES_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
punt_out_of_bounds,1,NFLVerse,play_by_play,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
punt_return_yards,3,NFLVerse,player_stats_seasonal|player_stats_weekly|team_stats,true,MEDIUM,NEEDS_ZERO_OR_MISSINGNESS_GATE,safe_review|safe_review_context,Multi-source overlap supports consistency review only; no model approval.
punt_returner_player_id,1,NFLVerse,play_by_play,false,MEDIUM,NEEDS_IDENTITY_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
punt_returner_player_name,1,NFLVerse,play_by_play,false,MEDIUM,NEEDS_IDENTITY_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
punt_returns,3,NFLVerse,player_stats_seasonal|player_stats_weekly|team_stats,true,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,safe_review|safe_review_context,Multi-source overlap supports consistency review only; no model approval.
punter_player_id,1,NFLVerse,play_by_play,false,MEDIUM,NEEDS_IDENTITY_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
punter_player_name,1,NFLVerse,play_by_play,false,MEDIUM,NEEDS_IDENTITY_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
qb_dropback,2,NFLVerse,ff_opportunity|play_by_play,true,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_heavy_raw|review_only_status,Multi-source overlap supports consistency review only; no model approval.
qb_epa,1,NFLVerse,play_by_play,false,MEDIUM,EXPERIMENT_CANDIDATE_REQUIRES_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
qb_hit,2,NFLVerse,ff_opportunity|play_by_play,true,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_heavy_raw|review_only_status,Multi-source overlap supports consistency review only; no model approval.
qb_hit_1_player_id,1,NFLVerse,play_by_play,false,MEDIUM,NEEDS_IDENTITY_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
qb_hit_1_player_name,1,NFLVerse,play_by_play,false,MEDIUM,NEEDS_IDENTITY_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
qb_hit_2_player_id,1,NFLVerse,play_by_play,false,MEDIUM,NEEDS_IDENTITY_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
qb_hit_2_player_name,1,NFLVerse,play_by_play,false,MEDIUM,NEEDS_IDENTITY_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
qb_kneel,1,NFLVerse,play_by_play,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
qb_location,1,NFLVerse,ftn_charting,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_status,Multi-source overlap supports consistency review only; no model approval.
qb_scramble,2,NFLVerse,ff_opportunity|play_by_play,true,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_heavy_raw|review_only_status,Multi-source overlap supports consistency review only; no model approval.
qb_spike,1,NFLVerse,play_by_play,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
qtr,2,NFLVerse,ff_opportunity|play_by_play,true,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_heavy_raw|review_only_status,Multi-source overlap supports consistency review only; no model approval.
quarter_end,1,NFLVerse,play_by_play,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
quarter_seconds_remaining,1,NFLVerse,play_by_play,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
racr,2,NFLVerse,player_stats_seasonal|player_stats_weekly,true,BLOCKED,BLOCKED_SOURCE_POLICY,safe_review,Multi-source overlap supports consistency review only; no model approval.
rank_logic_allowed,3,NWR_AVAILABILITY_DENOMINATOR|NWR_PLAYER_CONTEXT|NWR_SCHEDULE_CONTEXT_FIELD_POLICY,availability_denominator_display_artifact|nflverse_player_context_display_artifact|schedule_context_field_policy,true,BLOCKED,BLOCKED_MARKET_OR_PROJECTION,display_only,Multi-source overlap supports consistency review only; no model approval.
read_thrown,1,NFLVerse,ftn_charting,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_status,Multi-source overlap supports consistency review only; no model approval.
rec_air_yards,1,NFLVerse,ff_opportunity,false,MEDIUM,EXPERIMENT_CANDIDATE_REQUIRES_GATE,review_only_status,Multi-source overlap supports consistency review only; no model approval.
rec_air_yards_team,1,NFLVerse,ff_opportunity,false,MEDIUM,EXPERIMENT_CANDIDATE_REQUIRES_GATE,review_only_status,Multi-source overlap supports consistency review only; no model approval.
rec_attempt,1,NFLVerse,ff_opportunity,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_status,Multi-source overlap supports consistency review only; no model approval.
rec_attempt_team,1,NFLVerse,ff_opportunity,false,MEDIUM,DISPLAY_ONLY_CONTEXT,review_only_status,Multi-source overlap supports consistency review only; no model approval.
rec_fantasy_points,1,NFLVerse,ff_opportunity,false,BLOCKED,BLOCKED_MARKET_OR_PROJECTION,review_only_status,Multi-source overlap supports consistency review only; no model approval.
rec_fantasy_points_diff,1,NFLVerse,ff_opportunity,false,BLOCKED,BLOCKED_MARKET_OR_PROJECTION,review_only_status,Multi-source overlap supports consistency review only; no model approval.
rec_fantasy_points_diff_team,1,NFLVerse,ff_opportunity,false,BLOCKED,BLOCKED_MARKET_OR_PROJECTION,review_only_status,Multi-source overlap supports consistency review only; no model approval.
rec_fantasy_points_exp,1,NFLVerse,ff_opportunity,false,BLOCKED,BLOCKED_MARKET_OR_PROJECTION,review_only_status,Multi-source overlap supports consistency review only; no model approval.
rec_fantasy_points_exp_team,1,NFLVerse,ff_opportunity,false,BLOCKED,BLOCKED_MARKET_OR_PROJECTION,review_only_status,Multi-source overlap supports consistency review only; no model approval.
rec_fantasy_points_team,1,NFLVerse,ff_opportunity,false,BLOCKED,BLOCKED_MARKET_OR_PROJECTION,review_only_status,Multi-source overlap supports consistency review only; no model approval.
rec_first_down,1,NFLVerse,ff_opportunity,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_status,Multi-source overlap supports consistency review only; no model approval.
rec_first_down_diff,1,NFLVerse,ff_opportunity,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_status,Multi-source overlap supports consistency review only; no model approval.
rec_first_down_diff_team,1,NFLVerse,ff_opportunity,false,MEDIUM,DISPLAY_ONLY_CONTEXT,review_only_status,Multi-source overlap supports consistency review only; no model approval.
rec_first_down_exp,1,NFLVerse,ff_opportunity,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_status,Multi-source overlap supports consistency review only; no model approval.
rec_first_down_exp_team,1,NFLVerse,ff_opportunity,false,MEDIUM,DISPLAY_ONLY_CONTEXT,review_only_status,Multi-source overlap supports consistency review only; no model approval.
rec_first_down_team,1,NFLVerse,ff_opportunity,false,MEDIUM,DISPLAY_ONLY_CONTEXT,review_only_status,Multi-source overlap supports consistency review only; no model approval.
rec_fumble_lost,1,NFLVerse,ff_opportunity,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_status,Multi-source overlap supports consistency review only; no model approval.
rec_fumble_lost_team,1,NFLVerse,ff_opportunity,false,MEDIUM,DISPLAY_ONLY_CONTEXT,review_only_status,Multi-source overlap supports consistency review only; no model approval.
rec_interception,1,NFLVerse,ff_opportunity,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_status,Multi-source overlap supports consistency review only; no model approval.
rec_interception_diff,1,NFLVerse,ff_opportunity,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_status,Multi-source overlap supports consistency review only; no model approval.
rec_interception_diff_team,1,NFLVerse,ff_opportunity,false,MEDIUM,DISPLAY_ONLY_CONTEXT,review_only_status,Multi-source overlap supports consistency review only; no model approval.
rec_interception_exp,1,NFLVerse,ff_opportunity,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_status,Multi-source overlap supports consistency review only; no model approval.
rec_interception_exp_team,1,NFLVerse,ff_opportunity,false,MEDIUM,DISPLAY_ONLY_CONTEXT,review_only_status,Multi-source overlap supports consistency review only; no model approval.
rec_interception_team,1,NFLVerse,ff_opportunity,false,MEDIUM,DISPLAY_ONLY_CONTEXT,review_only_status,Multi-source overlap supports consistency review only; no model approval.
rec_tds,1,NFLVerse,draft_picks,false,MEDIUM,EXPERIMENT_CANDIDATE_REQUIRES_GATE,safe_review_context,Multi-source overlap supports consistency review only; no model approval.
rec_touchdown,1,NFLVerse,ff_opportunity,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_status,Multi-source overlap supports consistency review only; no model approval.
