ingredient_family,found_path,file_name,source_type,raw_vs_derived,file_size,modified_time,sha256,row_count,columns,season_coverage,position_coverage,player_id_fields,join_keys,row_grain,source_use_gate_status,leakage_asof_status,identity_risk,missingness_risk,formula_test_candidate,ranking_integration_candidate_later,availability_classification,park_status,notes,read_status
next_gen_stats,C:\NWR_REVIEW\advanced_metrics_source_cache_20260707\nextgen_stats__ngs_2023_passing.csv.gz,nextgen_stats__ngs_2023_passing.csv.gz,local_advanced_metrics_cache,raw_or_source_cache,68859,2026-07-08T00:40:18.435691+00:00,70bf2f8b2e260b07842dc3683e4499fae62b6d1d60786f98aeaddaf0dae5ae66,620,season|season_type|week|player_display_name|player_position|team_abbr|avg_time_to_throw|avg_completed_air_yards|avg_intended_air_yards|avg_air_yards_differential|aggressiveness|max_completed_air_distance|avg_air_yards_to_sticks|attempts|pass_yards|pass_touchdowns|interceptions|passer_rating|completions|completion_percentage|expected_completion_percentage|completion_percentage_above_expectation|avg_air_distance|max_air_distance|player_gsis_id|player_first_name|player_last_name|player_jersey_number|player_short_name,2023,QB,player_display_name|player_gsis_id,season|week|player_display_name|player_position,player_week,review_only_needs_sidecar_gate,lag_required; as_of review required before formula testing,medium_until_join_to_formula_mart_player_id_validated,0.0000_cell_missing_rate,yes_after_schema_source_asof_identity_validation,no_currently_blocked,PRESENT_PARTIAL_COVERAGE,active_candidate_or_rebuildable,Local NGS passing/receiving/rushing files exist mostly for 2021-2023 plus tiny 2024 fragments; public NGS is rebuildable from 2016 onward.,csv
next_gen_stats,C:\NWR_REVIEW\advanced_metrics_source_cache_20260707\nextgen_stats__ngs_2023_receiving.csv.gz,nextgen_stats__ngs_2023_receiving.csv.gz,local_advanced_metrics_cache,raw_or_source_cache,109009,2026-07-08T00:40:19.771304+00:00,effbc0df4ef3c8e51b66699c28efea97b0534e2eed4340ffd6e2c7bfe811be13,1473,season|season_type|week|player_display_name|player_position|team_abbr|avg_cushion|avg_separation|avg_intended_air_yards|percent_share_of_intended_air_yards|receptions|targets|catch_percentage|yards|rec_touchdowns|avg_yac|avg_expected_yac|avg_yac_above_expectation|player_gsis_id|player_first_name|player_last_name|player_jersey_number|player_short_name,2023,TE|WR,player_display_name|player_gsis_id,season|week|player_display_name|player_position,player_week,review_only_needs_sidecar_gate,lag_required; as_of review required before formula testing,medium_until_join_to_formula_mart_player_id_validated,0.0006_cell_missing_rate,yes_after_schema_source_asof_identity_validation,no_currently_blocked,PRESENT_PARTIAL_COVERAGE,active_candidate_or_rebuildable,Local NGS passing/receiving/rushing files exist mostly for 2021-2023 plus tiny 2024 fragments; public NGS is rebuildable from 2016 onward.,csv
next_gen_stats,C:\NWR_REVIEW\advanced_metrics_source_cache_20260707\nextgen_stats__ngs_2023_rushing.csv.gz,nextgen_stats__ngs_2023_rushing.csv.gz,local_advanced_metrics_cache,raw_or_source_cache,40378,2026-07-08T00:40:19.085863+00:00,4f228a08c539bc4f945a34b5ffbde94e9be1bb98ace5fc0bd7d237388184700f,623,season|season_type|week|player_display_name|player_position|team_abbr|efficiency|percent_attempts_gte_eight_defenders|avg_time_to_los|rush_attempts|rush_yards|expected_rush_yards|rush_yards_over_expected|avg_rush_yards|rush_yards_over_expected_per_att|rush_pct_over_expected|rush_touchdowns|player_gsis_id|player_first_name|player_last_name|player_jersey_number|player_short_name,2023,RB,player_display_name|player_gsis_id,season|week|player_display_name|player_position,player_week,review_only_needs_sidecar_gate,lag_required; as_of review required before formula testing,medium_until_join_to_formula_mart_player_id_validated,0.0000_cell_missing_rate,yes_after_schema_source_asof_identity_validation,no_currently_blocked,PRESENT_PARTIAL_COVERAGE,active_candidate_or_rebuildable,Local NGS passing/receiving/rushing files exist mostly for 2021-2023 plus tiny 2024 fragments; public NGS is rebuildable from 2016 onward.,csv
next_gen_stats,C:\NWR_REVIEW\advanced_metrics_source_cache_20260707\nextgen_stats__ngs_2024_passing.csv.gz,nextgen_stats__ngs_2024_passing.csv.gz,local_advanced_metrics_cache,raw_or_source_cache,616,2026-07-08T00:40:20.342858+00:00,73566e9d26664b1f6ea6f93528086a7bc73fc08c5b28baa29fa90bf6e3bb0b10,4,season|season_type|week|player_display_name|player_position|team_abbr|avg_time_to_throw|avg_completed_air_yards|avg_intended_air_yards|avg_air_yards_differential|aggressiveness|max_completed_air_distance|avg_air_yards_to_sticks|attempts|pass_yards|pass_touchdowns|interceptions|passer_rating|completions|completion_percentage|expected_completion_percentage|completion_percentage_above_expectation|avg_air_distance|max_air_distance|player_gsis_id|player_first_name|player_last_name|player_jersey_number|player_short_name,2024,QB,player_display_name|player_gsis_id,season|week|player_display_name|player_position,player_week,review_only_needs_sidecar_gate,lag_required; as_of review required before formula testing,medium_until_join_to_formula_mart_player_id_validated,0.0000_cell_missing_rate,yes_after_schema_source_asof_identity_validation,no_currently_blocked,PRESENT_PARTIAL_COVERAGE,active_candidate_or_rebuildable,Local NGS passing/receiving/rushing files exist mostly for 2021-2023 plus tiny 2024 fragments; public NGS is rebuildable from 2016 onward.,csv
next_gen_stats,C:\NWR_REVIEW\advanced_metrics_source_cache_20260707\nextgen_stats__ngs_2024_receiving.csv.gz,nextgen_stats__ngs_2024_receiving.csv.gz,local_advanced_metrics_cache,raw_or_source_cache,651,2026-07-08T00:40:21.781310+00:00,da50b1e7fa418bf119aa230665aadda34a1b747255e874dd569210e03dc3f0b9,8,season|season_type|week|player_display_name|player_position|team_abbr|avg_cushion|avg_separation|avg_intended_air_yards|percent_share_of_intended_air_yards|receptions|targets|catch_percentage|yards|rec_touchdowns|avg_yac|avg_expected_yac|avg_yac_above_expectation|player_gsis_id|player_first_name|player_last_name|player_jersey_number|player_short_name,2024,TE|WR,player_display_name|player_gsis_id,season|week|player_display_name|player_position,player_week,review_only_needs_sidecar_gate,lag_required; as_of review required before formula testing,medium_until_join_to_formula_mart_player_id_validated,0.0000_cell_missing_rate,yes_after_schema_source_asof_identity_validation,no_currently_blocked,PRESENT_PARTIAL_COVERAGE,active_candidate_or_rebuildable,Local NGS passing/receiving/rushing files exist mostly for 2021-2023 plus tiny 2024 fragments; public NGS is rebuildable from 2016 onward.,csv
next_gen_stats,C:\NWR_REVIEW\advanced_metrics_source_cache_20260707\nextgen_stats__ngs_2024_rushing.csv.gz,nextgen_stats__ngs_2024_rushing.csv.gz,local_advanced_metrics_cache,raw_or_source_cache,465,2026-07-08T00:40:20.928077+00:00,78928f91fcff9ece327a68ab9b23b25b8d3c9fef42b12e2ddaa17a3c7788efea,4,season|season_type|week|player_display_name|player_position|team_abbr|efficiency|percent_attempts_gte_eight_defenders|avg_time_to_los|rush_attempts|rush_yards|expected_rush_yards|rush_yards_over_expected|avg_rush_yards|rush_yards_over_expected_per_att|rush_pct_over_expected|rush_touchdowns|player_gsis_id|player_first_name|player_last_name|player_jersey_number|player_short_name,2024,RB,player_display_name|player_gsis_id,season|week|player_display_name|player_position,player_week,review_only_needs_sidecar_gate,lag_required; as_of review required before formula testing,medium_until_join_to_formula_mart_player_id_validated,0.0000_cell_missing_rate,yes_after_schema_source_asof_identity_validation,no_currently_blocked,PRESENT_PARTIAL_COVERAGE,active_candidate_or_rebuildable,Local NGS passing/receiving/rushing files exist mostly for 2021-2023 plus tiny 2024 fragments; public NGS is rebuildable from 2016 onward.,csv
qb_passing_quality,C:\NWR_REVIEW\advanced_metrics_source_cache_20260707\pfr_advstats__advstats_season_pass.parquet,pfr_advstats__advstats_season_pass.parquet,local_advanced_metrics_cache,raw_or_source_cache,60454,2026-07-08T00:40:22.538886+00:00,468488488e41650ec19d68bc5147f2c0b81b4282c27f96eb8509329125cbfe40,848,player|team|pass_attempts|throwaways|spikes|drops|drop_pct|bad_throws|bad_throw_pct|season|pfr_id|pocket_time|times_blitzed|times_hurried|times_hit|times_pressured|pressure_pct|batted_balls|on_tgt_throws|on_tgt_pct|rpo_plays|rpo_yards|rpo_pass_att|rpo_pass_yards|rpo_rush_att|rpo_rush_yards|pa_pass_att|pa_pass_yards|intended_air_yards|intended_air_yards_per_pass_attempt|completed_air_yards|completed_air_yards_per_completion|completed_air_yards_per_pass_attempt|pass_yards_after_catch|pass_yards_after_catch_per_completion|scrambles|scramble_yards_per_attempt,2018|2019|2020|2021|2022|2023|2024|2025,,player|pfr_id,season|player,player_season,review_only_needs_sidecar_gate,lag_required; as_of review required before formula testing,medium_until_join_to_formula_mart_player_id_validated,0.2395_cell_missing_rate,yes_after_schema_source_asof_identity_validation,no_currently_blocked,PRESENT_PARTIAL_COVERAGE,active_candidate_or_rebuildable,"NGS passing and ESPN QBR/PFR passing files exist, but ESPN/PFR/broad passing source gates prevent immediate model use.",parquet
receiving_opportunity_air_yards,C:\NWR_REVIEW\advanced_metrics_source_cache_20260707\pfr_advstats__advstats_season_rec.parquet,pfr_advstats__advstats_season_rec.parquet,local_advanced_metrics_cache,raw_or_source_cache,137051,2026-07-08T00:40:24.060387+00:00,e53ac2e4defb2d6f4b9d40f3a2780136d53e60b95d3f2f3c01c4978eebde27bb,4130,season|player|pfr_id|tm|age|pos|g|gs|tgt|rec|yds|td|x1d|ybc|ybc_r|yac|yac_r|adot|brk_tkl|rec_br|drop|drop_percent|int|rat|loaded,2018|2019|2020|2021|2022|2023|2024|2025,C|CB|DB|DE|DT|FB|FB/DL|FS|G|K|LB|LB/OLB|LDE|LDT|LG|LLB|LT|NT|OL|OT|QB|RB|RCB|RDE|RG|RT|RT/LT|S|T|TE|WR|WR/QB,player|pfr_id,season|player|pos,player_season,review_only_needs_sidecar_gate,lag_required; as_of review required before formula testing,medium_until_join_to_formula_mart_player_id_validated,0.0373_cell_missing_rate,yes_after_schema_source_asof_identity_validation,no_currently_blocked,PRESENT_PARTIAL_COVERAGE,active_candidate_or_rebuildable,Existing mart has targets/air yards/YAC; advanced WOPR/RACR/PACR would need schema/as-of sidecar work.,parquet
pfr_parked_broken_tackle_context,C:\NWR_REVIEW\advanced_metrics_source_cache_20260707\pfr_advstats__advstats_season_rush.parquet,pfr_advstats__advstats_season_rush.parquet,local_advanced_metrics_cache,raw_or_source_cache,78052,2026-07-08T00:40:23.254954+00:00,28f44be62bd30291d5310ff62a453025d804b4d0b6720da820cb6cd943c45187,2820,season|player|pfr_id|tm|age|pos|g|gs|att|yds|td|x1d|ybc|ybc_att|yac|yac_att|brk_tkl|att_br|loaded,2018|2019|2020|2021|2022|2023|2024|2025,C|CB|DB|FB|FS|FS/SS|K|K-P|LB|LDE|LG|OL|P|QB|RB|RDE|RLB|S|SS|TE|WR|WR/QB,player|pfr_id,season|player|pos,player_season,not_admitted_or_parked,lag_required; as_of review required before formula testing,medium_until_join_to_formula_mart_player_id_validated,0.0457_cell_missing_rate,no_or_later,no_currently_blocked,PARK_FOR_LATER,parked,PFR RB broken-tackle branch closed as formula ingredient after no incremental signal; keep only descriptive RB review context.,parquet
qb_passing_quality,C:\NWR_REVIEW\pfr_advanced_source_provenance_hardening_v1_20260707\advstats_season_pass.parquet,advstats_season_pass.parquet,pfr_source_provenance_cache,raw_or_source_cache,60454,2026-07-08T07:30:29.387175+00:00,468488488e41650ec19d68bc5147f2c0b81b4282c27f96eb8509329125cbfe40,848,player|team|pass_attempts|throwaways|spikes|drops|drop_pct|bad_throws|bad_throw_pct|season|pfr_id|pocket_time|times_blitzed|times_hurried|times_hit|times_pressured|pressure_pct|batted_balls|on_tgt_throws|on_tgt_pct|rpo_plays|rpo_yards|rpo_pass_att|rpo_pass_yards|rpo_rush_att|rpo_rush_yards|pa_pass_att|pa_pass_yards|intended_air_yards|intended_air_yards_per_pass_attempt|completed_air_yards|completed_air_yards_per_completion|completed_air_yards_per_pass_attempt|pass_yards_after_catch|pass_yards_after_catch_per_completion|scrambles|scramble_yards_per_attempt,2018|2019|2020|2021|2022|2023|2024|2025,,player|pfr_id,season|player,player_season,review_only_needs_sidecar_gate,lag_required; as_of review required before formula testing,medium_until_join_to_formula_mart_player_id_validated,0.2395_cell_missing_rate,yes_after_schema_source_asof_identity_validation,no_currently_blocked,PRESENT_PARTIAL_COVERAGE,active_candidate_or_rebuildable,"NGS passing and ESPN QBR/PFR passing files exist, but ESPN/PFR/broad passing source gates prevent immediate model use.",parquet
receiving_opportunity_air_yards,C:\NWR_REVIEW\pfr_advanced_source_provenance_hardening_v1_20260707\advstats_season_rec.parquet,advstats_season_rec.parquet,pfr_source_provenance_cache,raw_or_source_cache,137051,2026-07-08T07:30:31.251099+00:00,e53ac2e4defb2d6f4b9d40f3a2780136d53e60b95d3f2f3c01c4978eebde27bb,4130,season|player|pfr_id|tm|age|pos|g|gs|tgt|rec|yds|td|x1d|ybc|ybc_r|yac|yac_r|adot|brk_tkl|rec_br|drop|drop_percent|int|rat|loaded,2018|2019|2020|2021|2022|2023|2024|2025,C|CB|DB|DE|DT|FB|FB/DL|FS|G|K|LB|LB/OLB|LDE|LDT|LG|LLB|LT|NT|OL|OT|QB|RB|RCB|RDE|RG|RT|RT/LT|S|T|TE|WR|WR/QB,player|pfr_id,season|player|pos,player_season,review_only_needs_sidecar_gate,lag_required; as_of review required before formula testing,medium_until_join_to_formula_mart_player_id_validated,0.0373_cell_missing_rate,yes_after_schema_source_asof_identity_validation,no_currently_blocked,PRESENT_PARTIAL_COVERAGE,active_candidate_or_rebuildable,Existing mart has targets/air yards/YAC; advanced WOPR/RACR/PACR would need schema/as-of sidecar work.,parquet
pfr_parked_broken_tackle_context,C:\NWR_REVIEW\pfr_advanced_source_provenance_hardening_v1_20260707\advstats_season_rush.parquet,advstats_season_rush.parquet,pfr_source_provenance_cache,raw_or_source_cache,78052,2026-07-08T07:30:30.264089+00:00,28f44be62bd30291d5310ff62a453025d804b4d0b6720da820cb6cd943c45187,2820,season|player|pfr_id|tm|age|pos|g|gs|att|yds|td|x1d|ybc|ybc_att|yac|yac_att|brk_tkl|att_br|loaded,2018|2019|2020|2021|2022|2023|2024|2025,C|CB|DB|FB|FS|FS/SS|K|K-P|LB|LDE|LG|OL|P|QB|RB|RDE|RLB|S|SS|TE|WR|WR/QB,player|pfr_id,season|player|pos,player_season,not_admitted_or_parked,lag_required; as_of review required before formula testing,medium_until_join_to_formula_mart_player_id_validated,0.0457_cell_missing_rate,no_or_later,no_currently_blocked,PARK_FOR_LATER,parked,PFR RB broken-tackle branch closed as formula ingredient after no incremental signal; keep only descriptive RB review context.,parquet
supporting_review_artifact,C:\NWR_SANDBOX\Niners-War-Room-nflverse-metadata-dob-roster-admission-gate-v1-20260707\templates\real_data_inputs\nflverse_stats_upgrade\lve_normalized_feature_receipts.csv,lve_normalized_feature_receipts.csv,real_data_input_template_or_stub,raw_or_source_cache,304,2026-07-08T03:25:03.667910+00:00,4ac44091344ce392f32a32fb521f7553b8a38625a467b5f88c668ed44156e60e,0,season|as_of_week|player_id|gsis_id|sleeper_id|player_name|position|team|feature_bucket|feature_name|raw_value|normalized_value|normalized_score|source_key|source_status|projection_source_status|source_field|warning_status|warning_reason|imputed_flag|is_missing|imputation_value|model_usage|computed_at,,,player_id|gsis_id,season|player_id|position,player_season,not_admitted_or_parked,lag_required; as_of review required before formula testing,medium_until_join_to_formula_mart_player_id_validated,nan_cell_missing_rate,no_or_later,no_currently_blocked,PARK_FOR_LATER,parked,Supporting review artifact or parked source branch.,csv
supporting_review_artifact,C:\NWR_SANDBOX\Niners-War-Room-nflverse-metadata-dob-roster-admission-gate-v1-20260707\templates\real_data_inputs\nflverse_stats_upgrade\lve_normalized_veteran_features.csv,lve_normalized_veteran_features.csv,real_data_input_template_or_stub,raw_or_source_cache,481,2026-07-08T03:25:03.667910+00:00,5fdbed726cb0c64b249dea7acc4526474bb05db43110f27ab9d43ed0a26cb64a,0,season|as_of_week|player_id|gsis_id|sleeper_id|player_name|position|team|weighted_recent_lve_ppg_score|expected_lve_points_score|lve_projection_value|projection_source_status|role_security|workload_earning|target_earning_stability|route_role|efficiency_score|first_down_td_fit|age_curve|age_raw|age_bucket|age_warning|age_source_status|age_interaction_flags|injury_durability|private_stat_value|market_liquidity|confidence|missing_data_penalty|warnings|source_version|computed_at,,,player_id|gsis_id,season|player_id|position,player_season,not_admitted_or_parked,lag_required; as_of review required before formula testing,medium_until_join_to_formula_mart_player_id_validated,nan_cell_missing_rate,no_or_later,no_currently_blocked,PARK_FOR_LATER,parked,Supporting review artifact or parked source branch.,csv
supporting_review_artifact,C:\NWR_SANDBOX\Niners-War-Room-nflverse-metadata-dob-roster-admission-gate-v1-20260707\templates\real_data_inputs\nflverse_stats_upgrade\lve_opportunity_weekly.csv,lve_opportunity_weekly.csv,real_data_input_template_or_stub,raw_or_source_cache,487,2026-07-08T03:25:03.667910+00:00,2a613f48fc249da8060aeab58b0a1bec929991d474656880bfb0712b2f0e7fbb,0,season|week|player_id|gsis_id|sleeper_id|player_name|position|team|source_xfp|lve_xfp|lve_actual|opportunity_delta|rush_attempts|targets|expected_receptions|expected_rush_yards|expected_rec_yards|expected_pass_yards|expected_rush_tds|expected_rec_tds|expected_pass_tds|expected_rush_first_downs|expected_rec_first_downs|red_zone_opportunities|goal_line_opportunities|short_yardage_opportunities|lve_weighted_opportunities|td_dependency|source_model_version|source_updated_at|confidence,,,player_id|gsis_id,season|week|player_id|position,player_week,not_admitted_or_parked,lag_required; as_of review required before formula testing,medium_until_join_to_formula_mart_player_id_validated,nan_cell_missing_rate,no_or_later,no_currently_blocked,PARK_FOR_LATER,parked,Supporting review artifact or parked source branch.,csv
depth_charts,C:\NWR_SANDBOX\Niners-War-Room-nflverse-metadata-dob-roster-admission-gate-v1-20260707\templates\real_data_inputs\nflverse_stats_upgrade\nflverse_depth_chart_weekly.csv,nflverse_depth_chart_weekly.csv,real_data_input_template_or_stub,raw_or_source_cache,125,2026-07-08T03:25:03.667910+00:00,5d692b4b87ba97b1d4236e8b6614190ce4426197cf8ebd6acd7aaaf9ed16ea33,0,season|week|team|dt|gsis_id|espn_id|sleeper_id|player_name|position|pos_slot|pos_rank|depth_chart_role_score|schema_version,,,gsis_id,season|week|gsis_id|position,player_week,review_only_needs_sidecar_gate,lag_required; as_of review required before formula testing,medium_until_join_to_formula_mart_player_id_validated,nan_cell_missing_rate,no_or_later,no_currently_blocked,PRESENT_NEEDS_ASOF_REVIEW,active_candidate_or_rebuildable,"Template/stub files exist and nflverse has depth chart loads, but weekly as-of semantics must be proven before formula use.",csv
supporting_review_artifact,C:\NWR_SANDBOX\Niners-War-Room-nflverse-metadata-dob-roster-admission-gate-v1-20260707\templates\real_data_inputs\nflverse_stats_upgrade\nflverse_identity_map.csv,nflverse_identity_map.csv,real_data_input_template_or_stub,raw_or_source_cache,160,2026-07-08T03:25:03.667910+00:00,8550e04300d222c408823a3df5e8279ff35c6ba09b6555ae45405f8e9e6c612d,0,sleeper_id|gsis_id|nfl_id|espn_id|fantasy_data_id|pfr_id|player_id|player_name|normalized_name|position|team|match_method|match_confidence|review_status|notes,,,gsis_id|pfr_id|player_id,gsis_id|position,play_level_or_team_level,not_admitted_or_parked,lag_required; as_of review required before formula testing,medium_until_join_to_formula_mart_player_id_validated,nan_cell_missing_rate,no_or_later,no_currently_blocked,PARK_FOR_LATER,parked,Supporting review artifact or parked source branch.,csv
injury_availability,C:\NWR_SANDBOX\Niners-War-Room-nflverse-metadata-dob-roster-admission-gate-v1-20260707\templates\real_data_inputs\nflverse_stats_upgrade\nflverse_injuries_weekly.csv,nflverse_injuries_weekly.csv,real_data_input_template_or_stub,raw_or_source_cache,237,2026-07-08T03:25:03.667910+00:00,6a9198e94562953d0175eca3d2615a48e3c574a7e184426af6ecdf409e642c47,0,season|week|team|gsis_id|sleeper_id|player_name|position|report_primary_injury|report_secondary_injury|report_status|practice_primary_injury|practice_secondary_injury|practice_status|normalized_body_part|date_modified|source_confidence,,,gsis_id,season|week|gsis_id|position,player_week,review_only_needs_sidecar_gate,lag_required; as_of review required before formula testing,medium_until_join_to_formula_mart_player_id_validated,nan_cell_missing_rate,no_or_later,no_currently_blocked,PRESENT_NEEDS_ASOF_REVIEW,active_candidate_or_rebuildable,"Local templates/leads exist; nflverse injury source has known 2025 continuity risk, so use only as point-in-time review gate after source review.",csv
participation_personnel_pressure,C:\NWR_SANDBOX\Niners-War-Room-nflverse-metadata-dob-roster-admission-gate-v1-20260707\templates\real_data_inputs\nflverse_stats_upgrade\nflverse_participation_player_weekly.csv,nflverse_participation_player_weekly.csv,real_data_input_template_or_stub,raw_or_source_cache,256,2026-07-08T03:25:03.667910+00:00,3c6871afcac28c61ae3ec63e301ad5e4e9fa5ffcdeb3aa45900c2eba32b2beae,0,season|week|team|gsis_id|sleeper_id|player_name|position|offensive_plays_on_field|team_offensive_plays|dropbacks_on_field|team_dropbacks|route_participation_proxy|targets|targets_per_dropback_snap_proxy|red_zone_on_field|short_yardage_on_field|confidence,,,gsis_id,season|week|gsis_id|position,player_week,review_only_needs_sidecar_gate,lag_required; as_of review required before formula testing,medium_until_join_to_formula_mart_player_id_validated,nan_cell_missing_rate,yes_after_schema_source_asof_identity_validation,no_currently_blocked,PRESENT_PARTIAL_COVERAGE,active_candidate_or_rebuildable,FTN charting and participation-like templates exist; coverage is 2022+ and must not be promoted to routes/YPRR/TPRR.,csv
player_season_week_epa_opportunity,C:\NWR_SANDBOX\Niners-War-Room-nflverse-metadata-dob-roster-admission-gate-v1-20260707\templates\real_data_inputs\nflverse_stats_upgrade\nflverse_player_stats_weekly.csv,nflverse_player_stats_weekly.csv,real_data_input_template_or_stub,raw_or_source_cache,477,2026-07-08T03:25:03.667910+00:00,48d371d0dd0c690b885b24b1b93a9a53928fb4f60012edcf9ea7bc01b9d3ee1e,0,season|week|player_id|gsis_id|sleeper_id|player_name|position|team|passing_yards|passing_tds|interceptions|rushing_attempts|rushing_yards|rushing_tds|rushing_first_downs|targets|receptions|receiving_yards|receiving_tds|receiving_first_downs|passing_first_downs|passing_epa|rushing_epa|receiving_epa|receiving_air_yards|target_share|air_yards_share|wopr|return_yards|return_tds|kick_return_yards|kick_return_tds|punt_return_yards|punt_return_tds|fumbles_lost|source_updated_at,,,player_id|gsis_id,season|week|player_id|position,player_week,not_admitted_or_parked,lag_required; as_of review required before formula testing,medium_until_join_to_formula_mart_player_id_validated,nan_cell_missing_rate,no_or_later,no_currently_blocked,MISSING_BUT_PUBLIC_NFLVERSE_REBUILDABLE,active_candidate_or_rebuildable,"Public nflfastR play-by-play/player-stats can rebuild EPA/opportunity aggregates, but no full 2013-2025 joined local sidecar was found.",csv
snap_counts,C:\NWR_SANDBOX\Niners-War-Room-nflverse-metadata-dob-roster-admission-gate-v1-20260707\templates\real_data_inputs\nflverse_stats_upgrade\nflverse_snap_counts_weekly.csv,nflverse_snap_counts_weekly.csv,real_data_input_template_or_stub,raw_or_source_cache,135,2026-07-08T03:25:03.681858+00:00,d388ad85ddeb3803639143ee794711af47547423bb7352bc1785be43d58feabf,0,season|week|game_id|gsis_id|sleeper_id|player_name|position|team|opponent|offense_snaps|offense_pct|st_snaps|st_pct|source_updated_at,,,gsis_id,season|week|gsis_id|position,player_week,not_admitted_or_parked,lag_required; as_of review required before formula testing,medium_until_join_to_formula_mart_player_id_validated,nan_cell_missing_rate,no_or_later,no_currently_blocked,MISSING_BUT_PUBLIC_NFLVERSE_REBUILDABLE,active_candidate_or_rebuildable,"Only templates/current mart fields were found locally; nflverse exposes PFR snap counts, but source gate/as-of validation is still needed.",csv
supporting_review_artifact,C:\NWR_SANDBOX\Niners-War-Room-nflverse-metadata-dob-roster-admission-gate-v1-20260707\templates\real_data_inputs\nflverse_stats_upgrade\projection_raw_import.csv,projection_raw_import.csv,real_data_input_template_or_stub,raw_or_source_cache,564,2026-07-08T03:25:03.681858+00:00,84147b97896236aafe40ef16c169ddfe94e4ef5d08e7817f5234077cd7de78e1,0,season|week|projection_scope|projection_source_status|source_id|source_player_id|sleeper_id|gsis_id|player_name|position|team|projected_games|projected_starts|projected_passing_yards|projected_passing_tds|projected_interceptions|projected_rushing_attempts|projected_rushing_yards|projected_rushing_tds|projected_targets|projected_receptions|projected_receiving_yards|projected_receiving_tds|projected_rushing_first_downs|projected_receiving_first_downs|projected_fumbles_lost|source_projected_points|source_scoring_format|source_updated_at|imported_at|confidence,,,gsis_id,season|week|gsis_id|position,player_week,not_admitted_or_parked,lag_required; as_of review required before formula testing,medium_until_join_to_formula_mart_player_id_validated,nan_cell_missing_rate,no_or_later,no_currently_blocked,PARK_FOR_LATER,parked,Supporting review artifact or parked source branch.,csv
supporting_review_artifact,C:\NWR_SANDBOX\Niners-War-Room-raw-snapshot-2024-2025-admission-pivot-v1-20260707\templates\real_data_inputs\nflverse_stats_upgrade\lve_normalized_feature_receipts.csv,lve_normalized_feature_receipts.csv,real_data_input_template_or_stub,raw_or_source_cache,304,2026-07-08T03:56:38.541655+00:00,4ac44091344ce392f32a32fb521f7553b8a38625a467b5f88c668ed44156e60e,0,season|as_of_week|player_id|gsis_id|sleeper_id|player_name|position|team|feature_bucket|feature_name|raw_value|normalized_value|normalized_score|source_key|source_status|projection_source_status|source_field|warning_status|warning_reason|imputed_flag|is_missing|imputation_value|model_usage|computed_at,,,player_id|gsis_id,season|player_id|position,player_season,not_admitted_or_parked,lag_required; as_of review required before formula testing,medium_until_join_to_formula_mart_player_id_validated,nan_cell_missing_rate,no_or_later,no_currently_blocked,PARK_FOR_LATER,parked,Supporting review artifact or parked source branch.,csv
supporting_review_artifact,C:\NWR_SANDBOX\Niners-War-Room-raw-snapshot-2024-2025-admission-pivot-v1-20260707\templates\real_data_inputs\nflverse_stats_upgrade\lve_normalized_veteran_features.csv,lve_normalized_veteran_features.csv,real_data_input_template_or_stub,raw_or_source_cache,481,2026-07-08T03:56:38.541655+00:00,5fdbed726cb0c64b249dea7acc4526474bb05db43110f27ab9d43ed0a26cb64a,0,season|as_of_week|player_id|gsis_id|sleeper_id|player_name|position|team|weighted_recent_lve_ppg_score|expected_lve_points_score|lve_projection_value|projection_source_status|role_security|workload_earning|target_earning_stability|route_role|efficiency_score|first_down_td_fit|age_curve|age_raw|age_bucket|age_warning|age_source_status|age_interaction_flags|injury_durability|private_stat_value|market_liquidity|confidence|missing_data_penalty|warnings|source_version|computed_at,,,player_id|gsis_id,season|player_id|position,player_season,not_admitted_or_parked,lag_required; as_of review required before formula testing,medium_until_join_to_formula_mart_player_id_validated,nan_cell_missing_rate,no_or_later,no_currently_blocked,PARK_FOR_LATER,parked,Supporting review artifact or parked source branch.,csv
supporting_review_artifact,C:\NWR_SANDBOX\Niners-War-Room-raw-snapshot-2024-2025-admission-pivot-v1-20260707\templates\real_data_inputs\nflverse_stats_upgrade\lve_opportunity_weekly.csv,lve_opportunity_weekly.csv,real_data_input_template_or_stub,raw_or_source_cache,487,2026-07-08T03:56:38.541655+00:00,2a613f48fc249da8060aeab58b0a1bec929991d474656880bfb0712b2f0e7fbb,0,season|week|player_id|gsis_id|sleeper_id|player_name|position|team|source_xfp|lve_xfp|lve_actual|opportunity_delta|rush_attempts|targets|expected_receptions|expected_rush_yards|expected_rec_yards|expected_pass_yards|expected_rush_tds|expected_rec_tds|expected_pass_tds|expected_rush_first_downs|expected_rec_first_downs|red_zone_opportunities|goal_line_opportunities|short_yardage_opportunities|lve_weighted_opportunities|td_dependency|source_model_version|source_updated_at|confidence,,,player_id|gsis_id,season|week|player_id|position,player_week,not_admitted_or_parked,lag_required; as_of review required before formula testing,medium_until_join_to_formula_mart_player_id_validated,nan_cell_missing_rate,no_or_later,no_currently_blocked,PARK_FOR_LATER,parked,Supporting review artifact or parked source branch.,csv
